,Permit Number,Date,Status,Address,Permit Type,County,State
2208,RABS-056951-2021,2021-04-05,In Review,233 CHARACTER DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2209,RABS-036667-2020,2020-04-20,Complete,1616 ESTATE VALLEY LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2210,RABS-045038-2020,2020-09-08,Issued,12405 RAVEN RIDGE RD RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2211,RABS-055173-2021,2021-03-08,Withdrawn,9309 LAKE CAROL DR ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2212,RABS-048474-2020,2020-11-04,Issued,2033 SHINGLEBACK DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2213,RABS-038485-2020,2020-05-26,Complete,1429 BAILEY HILL DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2214,RABS-049499-2020,2020-11-23,Issued,2113 GARDENBROOK DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2215,RABS-039692-2020,2020-06-15,Issued,1600 HIDDEN LEAF CT RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2216,RABS-054858-2021,2021-03-03,On Hold,2604 HOMESTEAD FOREST RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2217,RABS-054920-2021,2021-03-04,In Review,5521 BROOK EDGE DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2218,RABS-032223-2020,2020-01-28,Issued,3925 ZEBULON RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2219,RABS-051211-2020,2020-12-30,Issued,2401 ACANTHUS DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2220,RABS-054014-2021,2021-02-18,Application Incomplete,8105 ROCKHIND WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2221,RABS-039382-2020,2020-06-10,Complete,1329 KINGS GRANT DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2222,RABS-055942-2021,2021-03-19,On Hold,5608 ABBEY GRACE LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2223,RABS-056203-2021,2021-03-23,Withdrawn,212 GRAND PINE PL APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2224,RABS-055706-2021,2021-03-16,Issued,10005 QUILLSTONE CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2225,RABS-021468-2019,2019-07-08,Complete,1412 RHEA DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2226,RABS-055865-2021,2021-03-18,Application Incomplete,1707 WHISPERING MEADOWS DR ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2227,RABS-056569-2021,2021-03-29,Application Incomplete,2301 STERLING CREST DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2228,RABS-055599-2021,2021-03-15,Issued,314 KNOLLCREST LN KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2229,RABS-055853-2021,2021-03-18,Withdrawn,1322 PINEVIEW DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2230,RABS-025193-2019,2019-09-11,Issued,6109 YANCEY DR WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
2231,RABS-043762-2020,2020-08-19,Issued,2708 FLUME GATE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2232,RABS-049586-2020,2020-11-25,Complete,1317 MACKINAW DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2233,RABS-056327-2021,2021-03-25,Issued,4831 INWOOD RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2234,RABS-058137-2021,2021-04-21,Withdrawn,4208 RUSSLING LEAF LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2235,RABS-053265-2021,2021-02-05,Issued,1704 DRIFT FALLS LN WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
2236,RABS-035578-2020,2020-03-27,Issued,8824 HEXHAM RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2237,RABS-053585-2021,2021-02-11,Issued,10328 GRAFTON RD RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
2238,RABS-042729-2020,2020-07-31,Issued,1540 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2239,RABS-037929-2020,2020-05-14,Issued,2109 GARDENBROOK DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2240,RABS-057667-2021,2021-04-14,Issued,5309 CROSS CUT PL KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2241,RABS-043386-2020,2020-08-12,In Review,1369 TURNER FARMS RD GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2242,RABS-047134-2020,2020-10-13,Issued,473 ADKINS RIDGE RD ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2243,RABS-057521-2021,2021-04-13,Issued,2121 OLD SORRELL RD APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2244,RABS-046342-2020,2020-09-29,Issued,6617 PARIZADE ST RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2245,RABS-053083-2021,2021-02-03,Issued,2212 VIRGINIA DARE PL RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
2246,RABS-046285-2020,2020-09-29,Issued,5204 BARTON VIEW CT RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
2247,RABS-029229-2019,2019-11-21,Issued,5312 NEWSTEAD MANOR LN RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2248,RABS-043947-2020,2020-08-20,Complete,203 SATTERWHITE DR KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2249,0132324,2013-03-26,Void,4912 TROTTER DR,"Residential Pool, Spa & Hot Tub",wake,NC
2250,RABS-057975-2021,2021-04-20,On Hold,7228 INCLINE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2251,RABS-059084-2021,2021-05-05,Issued,5716 LORD GRANVILLE WAY ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2252,RABS-059405-2021,2021-05-11,On Hold,2313 MICA MINE LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2253,RABS-041481-2020,2020-07-13,Issued,1605 OPEN PASTURES WAY ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2254,RABS-052445-2021,2021-01-23,Issued,7017 REX RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
2255,RABS-043847-2020,2020-08-19,Complete,1604 UPCHURCH WOODS DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2256,RABS-040106-2020,2020-06-21,Issued,1001 OLD MILL CREEK CT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2257,RABS-059418-2021,2021-05-11,Issued,5212 BARTON VIEW CT RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
2258,RABS-056389-2021,2021-03-26,Issued,5004 DEER LAKE TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2259,RABS-052262-2021,2021-01-20,Issued,1133 MINNIE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2260,RABS-059178-2021,2021-05-07,On Hold,2700 TRIFLE LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2261,RABS-049809-2020,2020-12-01,Issued,7605 ROSSON CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2262,RABS-055601-2021,2021-03-15,Issued,7208 DUNCANS RIDGE WAY FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2263,RABS-058883-2021,2021-05-03,On Hold,2413 KEARNEY RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2264,RABS-055288-2021,2021-03-10,On Hold,1417 MILLSTONE LANDING DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2265,RABS-053525-2021,2021-02-10,Issued,3825 SLEEPY BROOK LN APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2266,RABS-040359-2020,2020-06-24,Issued,1275 TURNER MEADOW DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2267,RABS-034570-2020,2020-03-09,Issued,2712 STICK BARN LN APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
2268,RABS-020814-2019,2019-06-22,On Hold,2321 SANCTUARY DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2269,RABS-046145-2020,2020-09-26,Issued,8716 BALBIRNIE CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2270,RABS-059947-2021,2021-05-19,In Review,1208 EXPLORER TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2271,RABS-055490-2021,2021-03-12,Issued,7712 BENTHILL CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2272,RABS-042451-2020,2020-07-28,Issued,6213 HIRONDELLE CT HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
2273,RABS-027495-2019,2019-10-22,Complete,2104 COLIN HILL CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2274,RABS-057235-2021,2021-04-08,Issued,3605 KNOLLCREEK DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2275,RABS-058953-2021,2021-05-04,Issued,2241 KANATA MILLS RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2276,RABS-059536-2021,2021-05-13,Issued,6097 CHARLEYCOTE DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2277,RABS-051659-2021,2021-01-09,Stop Work Order,1532 SWEETWATER LN RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
2278,RABS-037310-2020,2020-05-01,Issued,4212 CYPRESS RIDGE CT RALEIGH 27616,"Residential Pool, Spa & Hot Tub",wake,NC
2279,RABS-040832-2020,2020-07-01,Issued,5820 ZEBULON RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2280,RABS-046024-2020,2020-09-24,Issued,5720 AVERA LN HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
2281,RABS-054523-2021,2021-02-26,Issued,5212 NEWSTEAD MANOR LN RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2282,RABS-055381-2021,2021-03-11,Issued,2200 JONAGOLD CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2283,RABS-060223-2021,2021-05-24,In Review,1201 TURNER WOODS DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2284,RABS-059995-2021,2021-05-19,In Review,2128 GARDENBROOK DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2285,RABS-049753-2020,2020-12-01,Issued,8508 RIDGEBURY RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2286,RABS-045913-2020,2020-09-22,Issued,15000 WESTERFIELD RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2287,RABS-057865-2021,2021-04-19,In Review,10324 GRAFTON RD RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
2288,RABS-038628-2020,2020-05-27,Complete,3424 ARTHUR PIERCE RD APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2289,RABS-021833-2019,2019-07-13,Issued,3524 LAYTON RIDGE DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2290,RABS-058687-2021,2021-04-30,Issued,7408 TRAIL BLAZER TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2291,RABS-060214-2021,2021-05-23,In Review,8809 SPROUTED LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2292,RABS-058779-2021,2021-05-03,Issued,5217 ATHERTON BRIDGE RD RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2293,RABS-056680-2021,2021-03-30,In Review,2905 TRACTOR DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2294,RABS-060354-2021,2021-05-25,On Hold,2269 NC 39 HWY ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
2295,RABS-060403-2021,2021-05-25,In Review,209 FINAL TRAIL CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2296,RABS-045738-2020,2020-09-19,Issued,2441 MILLSTONE HARBOUR DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2297,RABS-045593-2020,2020-09-17,Issued,3412 SONG SPARROW DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2298,RABS-054611-2021,2021-02-27,Issued,2617 HUNTERS MEADOW LN RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2299,RABS-060634-2021,2021-05-27,In Review,3008 CONE MANOR LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2300,RABS-055013-2021,2021-03-05,Issued,7213 DUNCANS RIDGE WAY FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2301,RABS-055209-2021,2021-03-09,Issued,2816 PLUTON PL ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2302,RABS-060640-2021,2021-05-27,Application Incomplete,4212 GRAHAMSTONE RD RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
2303,RABS-060454-2021,2021-05-26,On Hold,11005 SOCO GAP CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2304,RABS-050897-2020,2020-12-21,Issued,11312 APRIL MOON LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2305,RABS-050250-2020,2020-12-09,Issued,7309 INCLINE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2306,RABS-056768-2021,2021-03-31,In Review,6612 PRESCOTT SHORE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2307,RABS-060638-2021,2021-05-27,On Hold,4940 TROTTER DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2308,RABS-017052-2019,2019-04-22,Issued,8700 TIMBERLAND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2309,RABS-060696-2021,2021-05-29,Submitted - Online,8400 LAWDRAKER RD APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2310,RABS-017490-2019,2019-04-29,Complete,8628 ANCIENT LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2311,RABS-026054-2019,2019-09-26,Issued,1929 NIPPER RD RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2312,RABS-029617-2019,2019-12-02,Issued,4404 GOLDCREST LN RALEIGH 27616,"Residential Pool, Spa & Hot Tub",wake,NC
2313,RABS-029649-2019,2019-12-02,Issued,4404 GOLDCREST LN RALEIGH 27616,"Residential Pool, Spa & Hot Tub",wake,NC
2314,0130151,2012-07-15,Expired,01416 UPCHURCH WOODS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2315,0180563,2017-08-10,Issued,01305 MACKINAW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2316,RABS-016949-2019,2019-04-18,Issued,13241 CREEDMOOR RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2317,RABS-021162-2019,2019-06-28,Issued,100 DARTMOOR LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2318,0182580,2018-02-11,Issued,01936 OLDE MILL FOREST DR,"Residential Pool, Spa & Hot Tub",wake,NC
2319,0173391,2017-04-17,Issued,02121 TIBWIN DR,"Residential Pool, Spa & Hot Tub",wake,NC
2320,0172691,2017-03-05,Expired,05701 BUTEO CT,"Residential Pool, Spa & Hot Tub",wake,NC
2321,0170825,2016-09-13,Issued,08617 TERRITORY TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2322,0164102,2016-06-23,Complete,01713 TALBOT RIDGE ST,"Residential Pool, Spa & Hot Tub",wake,NC
2323,0122721,2012-06-27,Complete,01008 HIDDEN HILLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2324,0161310,2015-10-21,Complete,06725 WATEROAK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2325,0141557,2013-11-26,Complete,00407 PARKSIDE PL,"Residential Pool, Spa & Hot Tub",wake,NC
2326,0111635,2011-02-28,Complete,04812 MILLENS BAY CT,"Residential Pool, Spa & Hot Tub",wake,NC
2327,0182951,2018-03-07,Expired,05151 CORNER ROCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2328,0121345,2012-01-12,Complete,05117 SWISSWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2329,0110896,2010-11-03,Void,01509 GIBBS HILL CT,"Residential Pool, Spa & Hot Tub",wake,NC
2330,0141198,2013-10-23,Void,06936 DARCY LN,"Residential Pool, Spa & Hot Tub",wake,NC
2331,0101243,2010-01-11,Void,00207 WEATHERS ST,"Residential Pool, Spa & Hot Tub",wake,NC
2332,0110394,2010-08-26,Complete,02812 LAUREN OAKS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2333,0102391,2010-05-31,Complete,06825 LAURDANE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2334,0150369,2014-08-06,Expired,07444 SEXTONS CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2335,0162885,2016-03-20,Complete,03205 EDEN GROVE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2336,0112489,2011-06-12,Complete,03015 STAMFORD GREEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
2337,0122657,2012-06-19,Complete,00409 KINGS HOLLOW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2338,0111198,2010-12-19,Complete,00204 BARWICK WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2339,0132171,2013-03-14,Complete,02900 DEER MANOR DR,"Residential Pool, Spa & Hot Tub",wake,NC
2340,0160556,2015-08-16,Issued,07720 KENSINGTON MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2341,0110914,2010-11-07,Complete,200 DARTMOOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2342,0184087,2018-05-23,Withdrawn,1033 ERINS WAY LN,"Residential Pool, Spa & Hot Tub",wake,NC
2343,RABS-014330-2019,2019-02-26,Complete,1504 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2344,RABS-025016-2019,2019-09-08,Application Incomplete,8817 TIMBERLAND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2345,RABS-026055-2019,2019-09-26,Application Incomplete,100 KENNETH RIDGE CT APEX 27523,"Residential Pool, Spa & Hot Tub",wake,NC
2346,RABS-018885-2019,2019-05-21,Issued,5904 O C HESTER RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
2347,0112482,2011-06-09,Complete,3716 CROOKED BROOK TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2348,0182810,2018-02-27,Complete,1509 BARONY LAKE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2349,RABS-002598-2018,2018-07-12,Complete,5205 THISTLEBY RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2350,RABS-008378-2018,2018-10-25,Complete,11817 BLACK HORSE RUN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2351,0121044,2011-11-27,Complete,1024 STRADSHIRE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2352,0170326,2016-07-31,Issued,2113 OLD SORRELL RD,"Residential Pool, Spa & Hot Tub",wake,NC
2353,RABS-020682-2019,2019-06-19,Issued,12000 CLIFFSIDE CIR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2354,0111051,2010-11-28,Complete,00132 MEADOWS CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2355,RABS-021159-2019,2019-06-28,Complete,103 BLALOCK CT KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2356,RABS-016583-2019,2019-04-11,Withdrawn,1501 BEAVER TAN CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2357,RABS-007446-2018,2018-10-10,Complete,6924 DARCY LN RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2358,RABS-007462-2018,2018-10-10,Issued,1220 HIGH GLEN PT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2359,0102524,2010-06-14,Complete,11120 BRANDING IRON PL,"Residential Pool, Spa & Hot Tub",wake,NC
2360,RABS-020141-2019,2019-06-11,Withdrawn,1209 SWEETCLOVER DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2361,0110544,2010-09-19,Complete,14224 WYNDFIELD CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2362,RABS-019155-2019,2019-05-27,Withdrawn,9000 CONCORD HILL CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2363,0172711,2017-03-06,Complete,3512 FOY GLEN CT,"Residential Pool, Spa & Hot Tub",wake,NC
2364,RABS-008535-2018,2018-10-29,Issued,1101 EASTERLY CT RALEIGH NC 276151891,"Residential Pool, Spa & Hot Tub",wake,NC
2365,0120263,2011-08-07,Complete,6321 WINTER SPRING DR,"Residential Pool, Spa & Hot Tub",wake,NC
2366,0121772,2012-03-12,Complete,9704 JORDAN VIEW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2367,RABS-007431-2018,2018-10-10,Issued,12000 PEMBRIDGE LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2368,0173055,2017-03-27,Issued,3617 NETHER RIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2369,0110120,2010-07-18,Void,5521 ORCHARD ORIOLE TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2370,0163079,2016-03-31,Complete,7721 KENSINGTON MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2371,RABS-011462-2019,2019-01-02,Complete,1541 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2372,RABS-021542-2019,2019-07-08,Withdrawn,3804 TAVISTON CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2373,RABS-019674-2019,2019-06-05,Issued,1024 WELCH LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2374,RABS-021485-2019,2019-07-08,Withdrawn,2400 ROLLING TRACKS RD WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
2375,RABS-013657-2019,2019-02-13,Complete,6204 OLD MIRAVALLE CT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2376,0173885,2017-05-18,Complete,1412 GOREN PL,"Residential Pool, Spa & Hot Tub",wake,NC
2377,0183938,2018-05-10,Issued,2461 PAIR FARM LN,"Residential Pool, Spa & Hot Tub",wake,NC
2378,0172117,2017-01-19,Complete,1412 HOKE LANDING LN,"Residential Pool, Spa & Hot Tub",wake,NC
2379,RABS-037689-2020,2020-05-09,In Review,5112 GREY DOVE LN GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2380,0182200,2018-01-08,Issued,2104 ROLLING ROCK RD,"Residential Pool, Spa & Hot Tub",wake,NC
2381,RABS-030291-2019,2019-12-16,Complete,1404 MARGRAVE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2382,RABS-029991-2019,2019-12-10,Issued,4905 KINGPOST DR FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2383,0122427,2012-05-29,Complete,2036 SHINGLEBACK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2384,RABS-012053-2019,2019-01-14,Withdrawn,1501 SLATE RIDGE RD KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2385,0181332,2017-10-17,Complete,1201 BROOKVALE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2386,RABS-030227-2019,2019-12-13,Issued,8405 TADMORE LN KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
2387,RABS-014035-2019,2019-02-20,Withdrawn,1017 HAZELTON LN FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2388,0182922,2018-03-06,Complete,4700 BARTWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2389,RABS-010669-2018,2018-12-11,Issued,3704 WESTBURY LAKE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2390,RABS-029654-2019,2019-12-02,Complete,2624 DUN LORING DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2391,RABS-033699-2020,2020-02-25,Issued,5125 AVALAIRE OAKS DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2392,RABS-020992-2019,2019-06-26,Complete,4909 SWEET CHESTNUT LN RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
2393,RABS-009430-2018,2018-11-13,Complete,1121 JONES DAIRY RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2394,RABS-038116-2020,2020-05-18,Issued,708 PRISTINE LN ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2395,RABS-037990-2020,2020-05-14,Application Incomplete,7000 LONGRIDGE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2396,RABS-032148-2020,2020-01-27,Complete,944 FLASH DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2397,0180419,2017-07-31,Complete,1028 HARPERS RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2398,0130229,2012-07-23,Complete,1003 CAMBRIDGE RIVER CT,"Residential Pool, Spa & Hot Tub",wake,NC
2399,0163124,2016-04-04,Issued,4709 BOUNTIFUL LN,"Residential Pool, Spa & Hot Tub",wake,NC
2400,0152009,2015-01-28,Void,2929 TRAM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2401,0170915,2016-09-21,Complete,11109 TRAPPERS CREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2402,0141736,2013-12-22,Complete,4009 BANKSHIRE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2403,0174032,2017-05-31,Expired,7401 HEARTLAND DR,"Residential Pool, Spa & Hot Tub",wake,NC
2404,0174171,2017-06-11,Complete,3129 CONSTANCE CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2405,0131880,2013-02-14,Complete,7420 BLEASDALE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2406,0172648,2017-03-02,Complete,4924 DARCY WOODS LN,"Residential Pool, Spa & Hot Tub",wake,NC
2407,0180664,2017-08-21,Expired,3524 ARTHUR PIERCE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2408,0173818,2017-05-14,Expired,3524 ARTHUR PIERCE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2409,0174260,2017-06-15,Expired,5504 CALEB KNOLLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2410,0174083,2017-06-05,Expired,5800 CLOVIS RIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2411,0180639,2017-08-17,Expired,1700 YATES WHEEL WAY,"Residential Pool, Spa & Hot Tub",wake,NC
