"Date","Permit Number","Permit Type","Description","Status","Address",
"11/11/2016","20161122097","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","8234 TRACY CIR, PORT CHARLOTTE FL 33981",
"11/10/2016","20161122048","Res Pool Heat Pump","replace heat pump and sub contract electric","Closed","31 CADDY RD, ROTONDA WEST FL 33947",
"11/10/2016","20161122045","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","148 YELLOW PINE DR, ROTONDA WEST FL 33947",
"11/10/2016","20161122044","Res Pool Heat Pump","replacing heat pump and sub contracting elec","Closed","1194 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"11/10/2016","20161122039","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","286 MARK TWAIN LN, ROTONDA WEST FL 33947",
"11/10/2016","20161122037","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","104 BUNKER RD, ROTONDA WEST FL 33947",
"11/10/2016","20161122035","Res Pool Heat Pump","install heat pump and bub contract electric","Closed","12362 KNEELAND TER, PORT CHARLOTTE FL 33981",
"11/10/2016","20161122034","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","6982 SPINNAKER BLVD, ENGLEWOOD FL 34224",
"11/10/2016","20161122033","Res Pool Heat Pump","replace heat pump and subcontract electrician","Closed","10202 BAY AVE, ENGLEWOOD FL 34224",
"11/10/2016","20161122028","Res Pool Heat Pump","heater replacement/ sub contract electrician","Closed","6355 MCKINLEY TER, ENGLEWOOD FL 34224",
"11/10/2016","20161121975","Res Pool Heat Pump","Electric heat pump change out same for same","Closed","98 CADDY RD, ROTONDA WEST FL 33947",
"11/09/2016","20161121917","Res Pool Heat Pump","Electric heat pump replacement. Customer provided equipment.","Closed","324 ALLWORTHY ST, PORT CHARLOTTE FL 33954",
"11/09/2016","20161121913","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","66 SEASONS DR, PUNTA GORDA FL 33983",
"11/08/2016","20161121872","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","1010 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"11/08/2016","20161121861","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2541 BROAD RANCH DR, PORT CHARLOTTE FL 33948",
"11/08/2016","20161121856","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","16233 NOGALES CT, PUNTA GORDA FL 33955",
"11/08/2016","20161121843","Res Pool Heat Pump","AFTER THE FACT PERMIT REPLACE SWIMMING POOL HEAT PUMP","Closed","26246 DEEP CREEK BLVD, PUNTA GORDA FL 33983",
"11/08/2016","20161121816","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","17074 ACAPULCO RD, 1, PUNTA GORDA FL 33955",
"11/08/2016","20161121811","Res Pool Heat Pump","heat pump change out Same for Same","Closed","5489 ANDERSON RD, PORT CHARLOTTE FL 33981",
"11/07/2016","20161121734","Res Pool Heat Pump","pool heat pump installation same for same","Closed","17449 OHARA DR, PORT CHARLOTTE FL 33948",
"11/07/2016","20161121726","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","192 CASTILE CT, PUNTA GORDA FL 33983",
"11/07/2016","20161121657","Res Pool Heat Pump","Electric heat pump change out same for same","Closed","4382 ALBACORE CIR, PORT CHARLOTTE FL 33948",
"11/04/2016","20161121633","Res Pool Heat Pump","POOL HEAT PUMP","Closed","12372 MINOT AVE, PORT CHARLOTTE FL 33981",
"11/04/2016","20161121624","Res Pool Heat Pump","Install 110K Heat pump","Closed","13396 GOLF POINTE DR, PORT CHARLOTTE FL 33953",
"11/04/2016","20161121586","Res Pool Heat Pump","Install new Built Right 115xw heat pump","Closed","23271 WEATHERMAN AVE, PORT CHARLOTTE FL 33954",
"11/04/2016","20161121585","Res Pool Heat Pump","Install new Built Right 115xw Heat Pump","Closed","4138 CORN ST, PORT CHARLOTTE FL 33948",
"11/03/2016","20161121544","Res Pool Heat Pump","INSTALL HEAT PUMP","Closed","114 COLONIAL ST SE, PORT CHARLOTTE FL 33952",
"11/03/2016","20161121543","Res Pool Heat Pump","INSTALL HEAT PUMP","Closed","2452 AUBURN BLVD, PORT CHARLOTTE FL 33948",
"11/03/2016","20161121527","Res Pool Heat Pump","HEAT PUMP","Closed","4469 JOSEPH ST, PORT CHARLOTTE FL 33948",
"11/02/2016","20161121483","Res Pool Heat Pump","HEAT PUMP","Closed","304 CORRIENTES CIR, PUNTA GORDA FL 33983",
"11/02/2016","20161121482","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","274 TAIT TER, PORT CHARLOTTE FL 33952",
"11/02/2016","20161121480","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","25396 ISLAS DR, PUNTA GORDA FL 33955",
"11/02/2016","20161121428","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","317 SALVADOR DR, PUNTA GORDA FL 33983",
"11/02/2016","20161121427","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","13 MARINER LN, ROTONDA WEST FL 33947",
"11/02/2016","20161121425","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","153 CUIABA DR, PUNTA GORDA FL 33983",
"11/01/2016","20161121381","Res Pool Heat Pump","Heat Pump","Closed","3184 SAINT JAMES ST, PORT CHARLOTTE FL 33952",
"11/01/2016","20161121306","Res Pool Heat Pump","removing and replacing pool heater","Closed","37 ANNAPOLIS LN, ROTONDA WEST FL 33947",
"11/01/2016","20161121300","Res Pool Heat Pump","Pool Heat Pump replacement","Closed","39 MARK TWAIN LN, ROTONDA WEST FL 33947",
"10/31/2016","20161021211","Res Pool Heat Pump","install heat pump and sub contract electrician","Closed","7082 SUNNYBROOK BLVD, ENGLEWOOD FL 34224",
"10/31/2016","20161021203","Res Pool Heat Pump","HEAT PUMP","Closed","24292 BUCKINGHAM WAY, PORT CHARLOTTE FL 33980",
"10/28/2016","20161021193","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","264 LONG MEADOW LN, ROTONDA WEST FL 33947",
"10/28/2016","20161021163","Res Pool Heat Pump","Pool heat Pump change out same for same","Closed","3291 VILLAGE LN, PORT CHARLOTTE FL 33953",
"10/28/2016","20161021162","Res Pool Heat Pump","Pool heat pump change out Same for Same","Closed","212 ARLINGTON DR, PLACIDA FL 33946",
"10/28/2016","20161021154","Res Pool Heat Pump","REPLACE EXISTING POOL HEAT PUMP","Closed","3117 SILKWOOD LN, PORT CHARLOTTE FL 33953",
"10/28/2016","20161021149","Res Pool Heat Pump","electric heat pump","Closed","70 CLUBHOUSE RD, ROTONDA WEST FL 33947",
"10/28/2016","20161021130","Res Pool Heat Pump","replace existing pool heat pump","Closed","13450 HOPEWELL AVE, PORT CHARLOTTE FL 33981",
"10/28/2016","20161021125","Res Pool Heat Pump","HEAT PUMP","Closed","56 FAIRWAY RD, ROTONDA WEST FL 33947",
"10/28/2016","20161021124","Res Pool Heat Pump","HEAT PUMP","Expired - Not Issued","138 GRAHAM ST SW, PORT CHARLOTTE FL 33952",
"10/28/2016","20161021123","Res Pool Heat Pump","HEAT PUMP","Closed","138 GRAHAM ST SW, PORT CHARLOTTE FL 33952",
"10/27/2016","20161021081","Res Pool Heat Pump","REPLACE SWIMMING POOL HEAT PUMP","Closed","388 CONCORDIA ST, PUNTA GORDA FL 33983",
"10/27/2016","20161021049","Res Pool Heat Pump","HEAT PUMP","Closed","1221 WATERSIDE ST, PORT CHARLOTTE FL 33952",
"10/27/2016","20161021032","Res Pool Heat Pump","Heat Pump","Closed","215 VALDIVA ST, PUNTA GORDA FL 33983",
"10/26/2016","20161020946","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","10185 OAK HAMMOCK DR, PUNTA GORDA FL 33950",
"10/25/2016","20161020862","Res Pool Heat Pump","POOL HEAT PUMP","Closed","1221 ZINNEA ST, PORT CHARLOTTE FL 33952",
"10/25/2016","20161020795","Res Pool Heat Pump","Electric heat pump change out","Closed","14133 MYAKKA POINTE DR, PORT CHARLOTTE FL 33953",
"10/20/2016","20161020578","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","15611 STUART CIR, PORT CHARLOTTE FL 33981",
"10/20/2016","20161020577","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","15128 HENNIPEN CIR, PORT CHARLOTTE FL 33981",
"10/20/2016","20161020564","Res Pool Heat Pump","Replaced existing pool heater.","Closed","43 GOLFVIEW RD, ROTONDA WEST FL 33947",
"10/20/2016","20161020560","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","183 COMPTON ST, PORT CHARLOTTE FL 33954",
"10/20/2016","20161020559","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","23108 CORVIN AVE, PORT CHARLOTTE FL 33954",
"10/20/2016","20161020558","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","10177 OAK HAMMOCK DR, PUNTA GORDA FL 33950",
"10/20/2016","20161020532","Res Pool Heat Pump","Install swimming pool heat pump. SoloElectric to install disconnect for heat pump from electrical panel.","Closed","21269 WASHBURN AVE, PORT CHARLOTTE FL 33952",
"10/20/2016","20161020531","Res Pool Heat Pump","INSTALL HEAT PUMP POOL HEATER & ELECTRIC WIRING","Closed","62 SAN MATIAS AVE, PUNTA GORDA FL 33983",
"10/19/2016","20161020499","Res Pool Heat Pump","Remove existing pool heater and install new in the same exact spot.","Closed","1541 BLUE LAKE CIR, PUNTA GORDA FL 33983",
"10/19/2016","20161020466","Res Pool Heat Pump","INSTALL NEW ELECTRIC POOL HEATER","Closed","1501 KOLENDA ST, PORT CHARLOTTE FL 33952",
"10/18/2016","20161020400","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","4209 YUCATAN CIR, PORT CHARLOTTE FL 33948",
"10/18/2016","20161020398","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","9615 SPRING CIR, PORT CHARLOTTE FL 33981",
"10/18/2016","20161020381","Res Pool Heat Pump","INSTALL NEW HEAT PUMP","Closed","423 YORKSHIRE ST, PORT CHARLOTTE FL 33954",
"10/14/2016","20161020218","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","3178 BEACON DR, PORT CHARLOTTE FL 33952",
"10/14/2016","20161020215","Res Pool Heat Pump","INSTALL 110K BTU HEAT PUMP","Closed","15164 ALSASK CIR, PORT CHARLOTTE FL 33981",
"10/14/2016","20161020179","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","2114 DOOLITTLE LN, PORT CHARLOTTE FL 33953",
"10/14/2016","20161020156","Res Pool Heat Pump","Install 110k BTU Heat pump","Closed","2 MARKER RD, ROTONDA WEST FL 33947",
"10/13/2016","20161020147","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2357 MALAYA CT, PUNTA GORDA FL 33983",
"10/13/2016","20161020131","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","51 SAO PAULO DR, PUNTA GORDA FL 33983",
"10/13/2016","20161020129","Res Pool Heat Pump","Electric pool  heat pump change out","Closed","806 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"10/13/2016","20161020125","Res Pool Heat Pump","Installation of pool heat pump and electric disconnect at heat pump","Closed","22378 PEACHLAND BLVD, PORT CHARLOTTE FL 33954",
"10/13/2016","20161020078","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","27542 TIERRA DEL FUEGO CIR, PUNTA GORDA FL 33983",
"10/12/2016","20161019965","Res Pool Heat Pump","Pool Heat Pump","Closed","25240 DERRINGER RD, PUNTA GORDA FL 33983",
"10/10/2016","20161019839","Res Pool Heat Pump","REPLACE EXISTING POOL HEAT PUMP S.P. 2004095792","Closed","15160 BUSWELL AVE, PORT CHARLOTTE FL 33953",
"10/10/2016","20161019837","Res Pool Heat Pump","INSTALL NEW POOL HEAT PUMP- S.P. 20110506113","Closed","118 DARTMOUTH DR, PORT CHARLOTTE FL 33952",
"10/10/2016","20161019798","Res Pool Heat Pump","REMOVING OLD POOL HEATER  & POOL PUMP AND INSTALLING NEW ONES FOR BOTH","Closed","9348 HIALEAH TER, PORT CHARLOTTE FL 33981",
"10/04/2016","20161019481","Res Pool Heat Pump","Remove existing pool heat pump and install a good used one in the same exact place.","Closed","15564 RUSTON CIR, PORT CHARLOTTE FL 33981",
"10/04/2016","20161019439","Res Pool Heat Pump","Electric heat pump installation","Closed","5137 MARRIOTT ST, PORT CHARLOTTE FL 33981",
"10/04/2016","20161019424","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","268 ROTONDA CIR, ROTONDA WEST FL 33947",
"09/29/2016","20160919128","Res Pool Heat Pump","INSTALL HEAT PUMP","Closed","438 GUYANA ST, PUNTA GORDA FL 33983",
"09/27/2016","20160918860","Res Pool Heat Pump","Electric pool heat pump change out.Same for same.","Closed","3362 OSPREY LN, PORT CHARLOTTE FL 33953",
"09/26/2016","20160918828","Res Pool Heat Pump","Install Pool Heat pump","Closed","10217 ACORN TRL, PUNTA GORDA FL 33950",
"09/24/2016","20160918723","Res Pool Heat Pump","install pool heat pump and sub contract electrician","Closed","23 SPORTSMAN TER, ROTONDA WEST FL 33947",
"09/20/2016","20160918415","Res Pool Heat Pump","POOL HEATER","Closed","2900 CARIBBEAN DR, PUNTA GORDA FL 33950",
"09/20/2016","20160918388","Res Pool Heat Pump","REPLACE EXISTING POOL HEAT PUMP","Closed","9390 ROSEBUD CIR, PORT CHARLOTTE FL 33981",
"09/20/2016","20160918315","Res Pool Heat Pump","Pool heat pump change out. Same for same","Closed","26045 LUZON CT, PUNTA GORDA FL 33983",
"09/19/2016","20160918312","Res Pool Heat Pump","HEAT PUMP","Closed","1557 FARADAY ST, PORT CHARLOTTE FL 33952",
"09/19/2016","20160918311","Res Pool Heat Pump","HEAT PUMP","Closed","16460 CHICOPEE AVE, PORT CHARLOTTE FL 33954",
"09/19/2016","20160918307","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUB CONTRACT ELECTRICAL","Closed","12 MARKER RD, Placida FL 33947",
"09/19/2016","20160918306","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUBCONTRACT ELECTRICAL","Closed","3251 OSPREY LN, PORT CHARLOTTE FL 33953",
"09/19/2016","20160918303","Res Pool Heat Pump","INSTALL HEAT PUMP AND SUBCONTRACT ELECTRICAL","Closed","290 WEST PINE VALLEY LN, Placida FL 33947",
"09/19/2016","20160918291","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUB CONTRACT ELECTRICAL","Closed","40 LONG MEADOW CT, Placida FL 33947",
"09/19/2016","20160918285","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUB CONTRACT ELECTRICAL","Closed","187 MEDALIST RD, Placida FL 33947",
"09/19/2016","20160918283","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUB CONTRACT ELECTRICAL","Closed","107 TURTLE DR, Placida FL 33947",
"09/19/2016","20160918282","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUBCONTRACT ELECTRICAL","Closed","60 MARINER LN, Placida FL 33947",
"09/19/2016","20160918281","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUBCONTRACT ELECTRICAL","Closed","32 MEDALIST CT, Placida FL 33947",
"09/19/2016","20160918277","Res Pool Heat Pump","INSTALL POOL HEAT PUMP AND SUB CONTRACT ELECTRICAL","Closed","6119 GILLOT BLVD, PORT CHARLOTTE FL 33981",
"09/16/2016","20160918144","Res Pool Heat Pump","INSTALL POOL HEAT PUMP WITH NEW ELECTRIC","Closed","22491 SACRAMENTO AVE, PORT CHARLOTTE FL 33954",
"09/14/2016","20160918001","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","15492 LONGVIEW RD, PORT CHARLOTTE FL 33981",
"09/14/2016","20160917976","Res Pool Heat Pump","Install new pool heat pump","Closed","29 CLUBHOUSE RD, Placida FL 33947",
"09/14/2016","20160917973","Res Pool Heat Pump","Heat Pump","Closed","26285 ASUNCION DR, PUNTA GORDA FL 33983",
"09/14/2016","20160917958","Res Pool Heat Pump","Heat Pump","Closed","27242 SAN MARCO DR, PUNTA GORDA FL 33983",
"09/14/2016","20160917947","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","25529 TERRAIN LN, PUNTA GORDA FL 33983",
"09/09/2016","20160917656","Res Pool Heat Pump","POOL HEAT PUMP","Closed","21347 COTTONWOOD AVE, PORT CHARLOTTE FL 33952",
"09/07/2016","20160917508","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","3367 OSPREY LN, PORT CHARLOTTE FL 33953",
"08/31/2016","20160817186","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","132 BROADMOOR LN, Placida FL 33947",
"08/30/2016","20160817068","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","26154 MADRAS CT, PUNTA GORDA FL 33983",
"08/24/2016","20160816719","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","1049 BOUNDARY BLVD, Placida FL 33947",
"08/23/2016","20160816606","Res Pool Heat Pump","INSTALLATION OF A SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","928 CHEVY CHASE ST, PORT CHARLOTTE FL 33948",
"08/18/2016","20160816290","Res Pool Heat Pump","Install new 110k BTU Heat pump","Closed","809 ROTONDA CIR, Placida FL 33947",
"08/12/2016","20160815963","Res Pool Heat Pump","Heat Pump","Closed","22317 PEACHLAND BLVD, PORT CHARLOTTE FL 33954",
"08/10/2016","20160815750","Res Pool Heat Pump","Pool Heat Pump","Closed","26169 MINDANAO LN, PUNTA GORDA FL 33983",
"08/09/2016","20160815705","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","122 THELMA DR, Placida FL 33947",
"08/09/2016","20160815685","Res Pool Heat Pump","Electric pool heat pump change out","Closed","2659 MYAKKA MARSH LN, PORT CHARLOTTE FL 33953",
"07/21/2016","20160714455","Res Pool Heat Pump","installation of swimming pool heat pump plumbing only","Closed","1196 PARACLETE RD, PUNTA GORDA FL 33983",
"07/14/2016","20160713970","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","3242 OSPREY LN, PORT CHARLOTTE FL 33953",
"07/14/2016","20160713918","Res Pool Heat Pump","install pool heat pump","Closed","1542 FORAND CIR, PORT CHARLOTTE FL 33952",
"07/11/2016","20160713681","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","26068 HUANUCO DR, PUNTA GORDA FL 33983",
"06/27/2016","20160612746","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","23050 TROY AVE, PORT CHARLOTTE FL 33980",
"06/22/2016","20160612428","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","18233 WOLBRETTE CIR, PORT CHARLOTTE FL 33948",
"06/16/2016","20160612080","Res Pool Heat Pump","Replace an existing pool heat pump","Closed","179 BUNKER RD, Placida FL 33947",
"06/13/2016","20160611812","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","3090 LOCKWOOD ST, PORT CHARLOTTE FL 33952",
"06/13/2016","20160611745","Res Pool Heat Pump","Install new 110k Heat pump","Closed","8 SPORTSMAN CT, Placida FL 33947",
"05/30/2016","20160510730","Res Pool Heat Pump","HEAT PUMP","Closed","1483 ABSCOTT ST, PORT CHARLOTTE FL 33952",
"05/26/2016","20160510574","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","116 SEVILLE PL SW, PORT CHARLOTTE FL 33952",
"05/26/2016","20160510568","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","9517 ARNAZ CIR, PORT CHARLOTTE FL 33981",
"05/25/2016","20160510459","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP PLUMBING ONLY","Closed","1384 WATERSIDE ST, PORT CHARLOTTE FL 33952",
"05/25/2016","20160510428","Res Pool Heat Pump","install heat pump","Closed","128 SPRING DR, Placida FL 33947",
"05/23/2016","20160510241","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","286 STRASBURG DR, PORT CHARLOTTE FL 33954",
"05/19/2016","20160509921","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","2122 DEWITT ST, PORT CHARLOTTE FL 33952",
"05/06/2016","20160508914","Res Pool Heat Pump","Pool Heat pump change out","Closed","26135 CONSTANTINE RD, Port Charlotte FL 33983",
"05/05/2016","20160508821","Res Pool Heat Pump","Install pool heat pumpElectrical by others","Closed","299 ANTIS DR, ROTONDA WEST FL 33947",
"05/04/2016","20160508779","Res Pool Heat Pump","INSTALL POOL HEAT PUMP ON EXISTING POOL","Closed","15058 MALCOLM AVE, PORT CHARLOTTE FL 33953",
"05/04/2016","20160508758","Res Pool Heat Pump","Replace Pool Heat Pump","Closed","4126 REIF CT, PORT CHARLOTTE FL 33948",
"05/04/2016","20160508755","Res Pool Heat Pump","Replace Pool Heat Pump","Closed","405 PELICAN BEND, PLACIDA FL 33946",
"05/02/2016","20160508551","Res Pool Heat Pump","REPLACE SWIMMING POOL HEAT PUMP","Closed","346 JAPURA ST, Port Charlotte FL 33983",
"04/28/2016","20160408332","Res Pool Heat Pump","Install Electric Heat pump for swimming pool","Closed","17267 LAKE WORTH BLVD, PORT CHARLOTTE FL 33948",
"04/28/2016","20160408331","Res Pool Heat Pump","HEAT PUMP","Closed","4134 REIF CT, PORT CHARLOTTE FL 33948",
"04/25/2016","20160407994","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","1413 BLUE LAKE CIR, Port Charlotte FL 33983",
"04/25/2016","20160407980","Res Pool Heat Pump","Install 110k BTU Gulfstream Hi-5 Heat pump","Closed","10296 WINNIPEG ST, PORT CHARLOTTE FL 33981",
"04/22/2016","20160407901","Res Pool Heat Pump","INSTALL POOL HEATER","Closed","173 SPORTSMAN RD, ROTONDA WEST FL 33947",
"04/22/2016","20160407846","Res Pool Heat Pump","INSTALL USED HEAT PUMP FOR POOL","Closed","4133 MICHEL TREE ST, PORT CHARLOTTE FL 33948",
"04/22/2016","20160407840","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","17526 OHARA DR, PORT CHARLOTTE FL 33948",
"04/20/2016","20160407717","Res Pool Heat Pump","Heat Pump","Closed","26352 DEEP CREEK BLVD, Port Charlotte FL 33983",
"04/19/2016","20160407586","Res Pool Heat Pump","sun contracting tom smith electric","Closed","622 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"04/19/2016","20160407583","Res Pool Heat Pump","sub contracting tom smith electric","Closed","108 MEDALIST RD, ROTONDA WEST FL 33947",
"04/15/2016","20160407373","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","7225 JENNIFER DR, PORT CHARLOTTE FL 33981",
"04/14/2016","20160407314","Res Pool Heat Pump","INSTALL POOL HEAT PUMP ON EXISTING POOL","Closed","9410 MIGUE CIR, PORT CHARLOTTE FL 33981",
"04/12/2016","20160407019","Res Pool Heat Pump","switch out old pool heat pump for new","Closed","138 ROTONDA CIR, ROTONDA WEST FL 33947",
"04/12/2016","20160407014","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","1296 ODYSSEY CT, Port Charlotte FL 33983",
"04/05/2016","20160406464","Res Pool Heat Pump","Removing old, and installing new pool heater in the same exact place.","Closed","18734 MAC GILL AVE, PORT CHARLOTTE FL 33948",
"04/05/2016","20160406438","Res Pool Heat Pump","HEAT PUMP","Closed","2279 BREMEN CT, Port Charlotte FL 33983",
"04/04/2016","20160406392","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","912 COLUMBIA TER, PORT CHARLOTTE FL 33948",
"04/04/2016","20160406375","Res Pool Heat Pump","install pool heater","Closed","14189 BREEZEWAY AVE, PORT CHARLOTTE FL 33981",
"03/29/2016","20160305931","Res Pool Heat Pump","Install electric heat pump 110k","Closed","829 ROTONDA CIR, ROTONDA WEST FL 33947",
"03/28/2016","20160305758","Res Pool Heat Pump","HEAT PUMP","Closed","17256 PHEASANT CIR, PORT CHARLOTTE FL 33948",
"03/25/2016","20160305683","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","9286 ROSEBUD CIR, PORT CHARLOTTE FL 33981",
"03/25/2016","20160305635","Res Pool Heat Pump","Install Pool Heat Pump","Closed","125 SAO LUIZ ST, Port Charlotte FL 33983",
"03/22/2016","20160305422","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY.","Closed","2550 IVANHOE ST, PORT CHARLOTTE FL 33952",
"03/18/2016","20160305188","Res Pool Heat Pump","Pool heat pump changeout","Closed","4342 WYNKOOP CIR, PORT CHARLOTTE FL 33948",
"03/17/2016","20160305063","Res Pool Heat Pump","REPLACE POOL HEAT PUMP","Closed","975 BOUNDARY BLVD, Placida FL 33947",
"03/17/2016","20160305046","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","124 INDEPENDENCE ST, PORT CHARLOTTE FL 33954",
"03/16/2016","20160304990","Res Pool Heat Pump","HEAT PUMP","Closed","359 JAPURA ST, Port Charlotte FL 33983",
"03/16/2016","20160304934","Res Pool Heat Pump","POOL HEATER","Closed","2219 PETERBOROUGH RD, Port Charlotte FL 33983",
"03/15/2016","20160304880","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMPS, PLUMBING ONLY.","Closed","8549 LAKESIDE DR, ENGLEWOOD FL 34224",
"03/15/2016","20160304823","Res Pool Heat Pump","Pool heat pump replacement","Closed","500 RIDGECREST DR, PUNTA GORDA FL 33982",
"03/15/2016","20160304772","Res Pool Heat Pump","REPLACE SWIMMING POOL HEAT PUMP","Closed","140 URUGUAY DR, Port Charlotte FL 33983",
"03/15/2016","20160304744","Res Pool Heat Pump","INSTALL POOL HEAT PUMP","Closed","13961 LONG LAKE LN, PORT CHARLOTTE FL 33953",
"03/14/2016","20160304768","Res Pool Heat Pump","INSTALLATION OF SWIMMING POOL HEAT PUMP, PLUMBING ONLY","Closed","7162 MAMOUTH ST, ENGLEWOOD FL 34224",
"03/14/2016","20160304647","Res Pool Heat Pump","Install Pool Heat Pump","Closed","2077 LAKE VIEW BLVD, PORT CHARLOTTE FL 33948",
