"Date","Permit Number","Permit Type","Description","Status","Address",
"03/21/2016","20160305232","Residential Pool Solar System","Install solar pool heat","Closed","33 MEDALIST CIR, Placida FL 33947",
"03/18/2016","20160305184","Residential Pool Solar System","Install solar pool heat","Closed","285 SPANIARDS RD, PLACIDA FL 33946",
"03/18/2016","20160305109","Residential Pool Solar System","Install solar pool heat","Closed","9300 PINE COVE DR, ENGLEWOOD FL 34224",
"03/09/2016","20160304412","Residential Pool Solar System","Install solar pool heat","Closed","4 MEDALIST TER, Placida FL 33947",
"03/09/2016","20160304404","Residential Pool Solar System","Install solar pool heat","Closed","13405 COPPER AVE, PORT CHARLOTTE FL 33981",
"03/07/2016","20160304193","Residential Pool Solar System","Install solar pool heat with manual control","Closed","103 APOLLO DR, Placida FL 33947",
"03/02/2016","20160303925","Residential Pool Solar System","Install solar pool heat","Closed","202 URUGUAY DR, Port Charlotte FL 33983",
"03/01/2016","20160303790","Residential Pool Solar System","1-20 Watt Solar Attic Fan","Closed","28100 INCHON AVE, PUNTA GORDA FL 33955",
"03/01/2016","20160303787","Residential Pool Solar System","1- 20 Watt Solar Attic Fan","Closed","195 CADDY RD, Placida FL 33947",
"02/24/2016","20160203471","Residential Pool Solar System","Install solar pool heat","Closed","1115 BOUNDARY BLVD, Placida FL 33947",
"02/10/2016","20160202447","Residential Pool Solar System","SOLAR POOL HEATER","Closed","21108 BURKHART DR, PORT CHARLOTTE FL 33952",
"02/09/2016","20160202388","Residential Pool Solar System","SOLAR POOL HEATER","Closed","16500 TONAWANDA DR, PUNTA GORDA FL 33955",
"02/08/2016","20160202318","Residential Pool Solar System","INSTALL SOLAR POOL SYSTEM","Expired","13261 GALLAGHER BLVD, PORT CHARLOTTE FL 33981",
"02/05/2016","20160202216","Residential Pool Solar System","Install solar pool heat","Closed","9941 GULFSTREAM BLVD, ENGLEWOOD FL 34224",
"01/27/2016","20160101567","Residential Pool Solar System","Install solar pool heat","Closed","123 REVERE ST, PORT CHARLOTTE FL 33952",
"01/21/2016","20160101184","Residential Pool Solar System","INSTALL 6 PANEL SOLAR POOL HEATING ROOF MOUNT SYSTEM","Closed","515 CRANDALL ST, PORT CHARLOTTE FL 33952",
"01/18/2016","20160100927","Residential Pool Solar System","Install solar pool heat","Closed","1 BUNKER WAY, Placida FL 33947",
"01/13/2016","20160100746","Residential Pool Solar System","INSTALL 6 PANELS SOLAR POOL HEATING SYSTEM & SOLAR HOT WATER SYSTEM - NO NEW ELECTRIC","Closed","9081 EVELYN RD, ENGLEWOOD FL 34224",
"01/13/2016","20160100705","Residential Pool Solar System","INSTALL POOL SOLAR SYSTEM","Closed","1149 MADEIRA ST, PORT CHARLOTTE FL 33953",
"01/11/2016","20160100520","Residential Pool Solar System","Install solar pool heat","Closed","2531 QUAIL TER, PORT CHARLOTTE FL 33981",
"01/11/2016","20160100496","Residential Pool Solar System","Install solar pool heat","Closed","4 AMBERJACK CV, PLACIDA FL 33946",
"01/08/2016","20160100440","Residential Pool Solar System","Install solar pool heat","Closed","44 MARINER LN, Placida FL 33947",
"01/08/2016","20160100410","Residential Pool Solar System","Install solar pool heat","Closed","335 MARANON WAY, Port Charlotte FL 33983",
"01/06/2016","20160100245","Residential Pool Solar System","INSTALL SOLAR POOL SYSTEM","Closed","104 SINCLAIR ST SE, PORT CHARLOTTE FL 33952",
"01/05/2016","20160100144","Residential Pool Solar System","SOLAR POOL HEATER","Closed","2290 SUNNINGLOW ST, PORT CHARLOTTE FL 33948",
"01/05/2016","20160100121","Residential Pool Solar System","INSTALL POOL SOLAR SYSTEM","Closed","17 PINEHURST RD, Placida FL 33947",
"01/05/2016","20160100116","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","838 W ELLICOTT CIR, PORT CHARLOTTE FL 33952",
"12/23/2015","20151221975","Residential Pool Solar System","INSTALL SOLAR POOL HEATING SYSTEM - GROUND MOUNT","Closed","10840 ROBERTS RD, PUNTA GORDA FL 33950",
"12/22/2015","20151221936","Residential Pool Solar System","INSTALL ROOF MOUNTED SOLAR POOL HEATING SYSTEM","Closed","4330 HARBOR BLVD, PORT CHARLOTTE FL 33952",
"12/21/2015","20151221849","Residential Pool Solar System","Install solar pool heat","Closed","15624 HENNIPEN CIR, PORT CHARLOTTE FL 33981",
"12/15/2015","20151221566","Residential Pool Solar System","Install solar pool heat","Closed","1092 BOUNDARY BLVD, Placida FL 33947",
"12/10/2015","20151221196","Residential Pool Solar System","Solar Pool Heat6) Sunsaver solar pool heat panels","Closed","913 TROPICAL AVE, PORT CHARLOTTE FL 33948",
"12/10/2015","20151221189","Residential Pool Solar System","INSTALL ROOF MOUNTED SOLAR POOL HEATING SYSTEM","Closed","225 ROTONDA BLVD N, Placida FL 33947",
"12/10/2015","20151221188","Residential Pool Solar System","INSTALL ROOF MOUNTED SOLAR POOL HEATING","Closed","2759 SUNCOAST LAKES BLVD, PORT CHARLOTTE FL 33980",
"12/09/2015","20151221079","Residential Pool Solar System","INSTALL ROOF MOUNTED POOL SOLAR SYSTEM","Closed","317 HARWICK ST, PORT CHARLOTTE FL 33954",
"12/07/2015","20151220936","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","2463 CELEBES CT, Port Charlotte FL 33983",
"12/07/2015","20151220926","Residential Pool Solar System","Install solar pool heat for swimming pool","Closed","176 MARK TWAIN LN, Placida FL 33947",
"12/07/2015","20151220915","Residential Pool Solar System","Install solar pool heat for swimming pool","Closed","8232 ANTWERP CIR, PORT CHARLOTTE FL 33981",
"12/02/2015","20151220692","Residential Pool Solar System","INSTALL SOLAR POOL HEATING SYSTEM","Expired - Not Issued","14091 KEYSTONE BLVD, PORT CHARLOTTE FL 33981",
"12/02/2015","20151220691","Residential Pool Solar System","INSTALL SOLAR POOL HEATING SYSTEM","Expired - Not Issued","13016 CEDAR CREEK DR, PORT CHARLOTTE FL 33953",
"12/02/2015","20151220690","Residential Pool Solar System","SOLAR POOL HEATING SYSTEM","Closed","1417 CARSWELL ST, PORT CHARLOTTE FL 33953",
"12/01/2015","20151220574","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","14059 KEYSTONE BLVD, PORT CHARLOTTE FL 33981",
"12/01/2015","20151220557","Residential Pool Solar System","INSTALL A 7 PANEL SOLAR POOL HEATING SYSTEM ON THE ROOF","Closed","3443 ELKCAM BLVD, PORT CHARLOTTE FL 33952",
"11/30/2015","20151120460","Residential Pool Solar System","Solar Pool HeaterFafco Solar Panels7) 4'x12' panels","Closed","23501 NELSON AVE, PORT CHARLOTTE FL 33954",
"11/25/2015","20151120347","Residential Pool Solar System","Solar pool heater hooked up to existing pool equipment","Closed","25525 AREQUIPA DR, Port Charlotte FL 33983",
"11/24/2015","20151120260","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","13016 CEDAR CREEK DR, PORT CHARLOTTE FL 33953",
"11/24/2015","20151120259","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","9748 SINGER CIR, PORT CHARLOTTE FL 33981",
"11/24/2015","20151120258","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","14091 KEYSTONE BLVD, PORT CHARLOTTE FL 33981",
"11/24/2015","20151120255","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","1121 ALTON RD, PORT CHARLOTTE FL 33952",
"11/20/2015","20151119989","Residential Pool Solar System","Pool heater replacement","Closed","27 PINE VALLEY CT, Placida FL 33947",
"11/19/2015","20151119961","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","20205 NAVAJO LN, PORT CHARLOTTE FL 33952",
"11/18/2015","20151119853","Residential Pool Solar System","Install solar pool heat for swimming pool","Closed","27431 PASTO DR, Port Charlotte FL 33983",
"11/18/2015","20151119847","Residential Pool Solar System","Install solar pool heat for swimming pool","Closed","21520 DRANSON AVE, PORT CHARLOTTE FL 33952",
"11/17/2015","20151119794","Residential Pool Solar System","INSTALL SOLAR POOL HEAT SWIMMING POOL","Closed","7050 BARGELLO ST, ENGLEWOOD FL 34224",
"11/17/2015","20151119793","Residential Pool Solar System","SOLAR POOL HEATING SYSTEM","Closed","18678 VAN NUYS CIR, PORT CHARLOTTE FL 33948",
"11/17/2015","20151119792","Residential Pool Solar System","INSTALL SOLAR POOL HEAT SWIMMING POOL","Closed","7035 BARGELLO ST, ENGLEWOOD FL 34224",
"11/17/2015","20151119791","Residential Pool Solar System","INSTALL SOLAR POOL HEAT SWIMMING POOL","Closed","242 MARK TWAIN LN, Placida FL 33947",
"11/17/2015","20151119759","Residential Pool Solar System","ROOF MOUNT SOLAR POOL PANELS","Closed","13212 FELDSPAR AVE, PORT CHARLOTTE FL 33981",
"11/16/2015","20151119687","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM","Closed","7022 BEARDSLEY ST, ENGLEWOOD FL 34224",
"11/16/2015","20151119674","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","7491 SNOW DR, ENGLEWOOD FL 34224",
"11/16/2015","20151119670","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","18371 EDGEWATER DR, PORT CHARLOTTE FL 33948",
"11/16/2015","20151119668","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","18674 AYRSHIRE CIR, PORT CHARLOTTE FL 33948",
"11/16/2015","20151119665","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","2401 TAMARIND ST, PORT CHARLOTTE FL 33948",
"11/16/2015","20151119647","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","3242 SUNRISE TRL, PORT CHARLOTTE FL 33952",
"11/13/2015","20151119524","Residential Pool Solar System","solar pool heater installation5) 4'x10' solar panels","Closed","26529 BARRANQUILLA AVE, Port Charlotte FL 33983",
"11/10/2015","20151119295","Residential Pool Solar System","INSTALL SOLAR POOL HEAT FOR SWIMMING POOL","Closed","13447 CHENILLE DR, PORT CHARLOTTE FL 33981",
"11/10/2015","20151119294","Residential Pool Solar System","INSTALL SOLAR POOL HEAT SWIMMING POOL","Closed","32550 WASHINGTON LOOP RD, PUNTA GORDA FL 33982",
"11/06/2015","20151119090","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","25439 TEVESINE CT, Port Charlotte FL 33983",
"11/03/2015","20151118878","Residential Pool Solar System","Solar Pool Heater6)4'x12' Sunsaver Solar Pool Heat panels","Closed","2295 BENGAL CT, Port Charlotte FL 33983",
"10/30/2015","20151018669","Residential Pool Solar System","INSTALL POOL SOLAR SYSTEM (ROOF MOUNTED)","Closed","2281 PRAGUE LN, Port Charlotte FL 33983",
"10/29/2015","20151018652","Residential Pool Solar System","INSTALL SOLAR DOMESTIC POOL HEAT","Closed","331 AQUI ESTA DR, PUNTA GORDA FL 33950",
"10/29/2015","20151018651","Residential Pool Solar System","INSTALL SOLAR POOL HEAT SWIMMING POOL","Closed","127 DANFORTH DR, PORT CHARLOTTE FL 33980",
"10/26/2015","20151018360","Residential Pool Solar System","SOLAR POOL HEATER","Closed","25162 OBELISK CT, Port Charlotte FL 33983",
"10/25/2015","20151018304","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","23276 SAFARI AVE, PORT CHARLOTTE FL 33954",
"10/25/2015","20151018303","Residential Pool Solar System","INSTALL POOL SOLAR HEATING SYSTEM (ROOF MOUNTED)","Closed","5602 OAKVIEW LN, PUNTA GORDA FL 33950",
"10/21/2015","20151018107","Residential Pool Solar System","SOLAR POOL HEATER HOOKED UP TO EXISTING POOL EQUIPMENT","Closed","516 BOUNDARY BLVD, Placida FL 33947",
"10/20/2015","20151018045","Residential Pool Solar System","INSTALL POOL SOLAR FOR SWIMMING POOL","Closed","26202 DEEP CREEK BLVD, Port Charlotte FL 33983",
"10/19/2015","20151017973","Residential Pool Solar System","INSTALL SOLAR POOL HEAT FOR SWIMMING POOL","Closed","3075 PERDUE TER, Port Charlotte FL 33983",
"10/19/2015","20151017972","Residential Pool Solar System","INSTALL SOLAR POOL HEAT FOR SWIMMING POOL","Closed","10430 REIMS AVE, ENGLEWOOD FL 34224",
"10/19/2015","20151017971","Residential Pool Solar System","INSTALL SOLAR POOL HEAT FOR SWIMMING POOL","Closed","23132 AUGUST AVE, PORT CHARLOTTE FL 33954",
"10/19/2015","20151017970","Residential Pool Solar System","INSTALL SOLAR POOL HEAT FOR SWIMMING POOL","Closed","380 CORY ST, PORT CHARLOTTE FL 33953",
