"Date","Permit Number","Permit Type","Description","Status","Address",
"12/28/1999","1999121124","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","27411 PASTO DR, PORT CHARLOTTE",
"12/28/1999","1999121118","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL, DECK, ENCLOSURE, SOLAR  INCLUDES ROW","Closed","18163 BRAZIL AVE, PORT CHARLOTTE",
"12/28/1999","1999121117","Building/Accessories/Residential/Swimming Pool","POOL, DECK & ENCLOSURE   INCLUDES ROW. PLAN ALTERATION: P/C REVISE SHOP DRAWINGS","Closed","23443 MORELAND AVE, PORT CHARLOTTE",
"12/27/1999","1999121060","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL, PATIO & CAGE & SPA  INCLUDES ROW   ORIG PERMIT DATE 12/17/99","Closed","25330 PUNTA MADRYN AVE, PORT CHARLOTTE",
"12/27/1999","1999121059","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, & CAGE ROW REQUIRED 1/18/00 ORIGINAL PERMIT DATE. PLAN ALTERATION: P/C ADD 72SQ FT CAGE","Closed","291 LONG MEADOW LN, ROTONDA WEST",
"12/27/1999","1999121050","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL INCLUDES ROW","Closed","23392 KIM AVE, PORT CHARLOTTE",
"12/27/1999","1999121043","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK ROW REQUIRED          ORIGINAL PERMIT ISSUED 1-21-00. PLAN ALTERATION: P/C DELETE STEEL IN FOOTING RE","Closed","13000 GARFIELD CT, PLACIDA",
"12/27/1999","1999121043","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK ROW REQUIRED          ORIGINAL PERMIT ISSUED 1-21-00. PLAN ALTERATION: P/C DELETE STEEL IN FOOTING RE","Closed","13000 GARFIELD CT, PLACIDA",
"12/22/1999","1999121006","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","86 BROADMOOR LN, ROTONDA WEST",
"12/22/1999","1999120992","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL PATIO, CAGE &  SOLAR  INCLUDES ROW. PLAN ALTERATION: P/C STYLE OF CAGE","Closed","564 CLEARVIEW DR, PORT CHARLOTTE",
"12/22/1999","1999120987","Building/Accessories/Residential/Swimming Pool","CO NSTRUCT POOL, PATIO & CAGE  INCLUDES ROW","Closed","10190 SEABROOK AVE, ENGLEWOOD",
"12/22/1999","1999120985","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL  INCLUDES ROW. PLAN ALTERATION: P/C ADD CONCRETE DECK","Closed","47 BAYSHORE CIR, ENGLEWOOD",
"12/21/1999","1999120943","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","23279 VAN BUREN AVE, PORT CHARLOTTE",
"12/21/1999","1999120940","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLDUES ROW","Closed","8861 CALUMET BLVD, PORT CHARLOTTE",
"12/21/1999","1999120931","Building/Accessories/Residential/Swimming Pool","POOL, DECK & SOLAR  INCLUDES ROW","Closed","230 BUNKER RD, ROTONDA WEST",
"12/20/1999","1999120908","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK INCLUDES ROW","Closed","23114 AMBASSADOR AVE, PORT CHARLOTTE",
"12/20/1999","1999120907","Building/Accessories/Residential/Swimming Pool","SWIMMMING POOL & DECK ROW REQUIRED","Closed","1473 ACHILLES ST, PORT CHARLOTTE",
"12/16/1999","1999120756","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & ENCLOSURE  INCLUDES ROW","Closed","15555 MAYNARD AVE, PORT CHARLOTTE",
"12/16/1999","1999120746","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK  INCLUDES ROW","Closed","102 TUDOR ST, PORT CHARLOTTE",
"12/16/1999","1999120745","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK  INCLUDES ROW","Closed","7242 QUARRY ST, ENGLEWOOD",
"12/16/1999","1999120741","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","4094 MUNSON ST, PORT CHARLOTTE",
"12/16/1999","1999120738","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","192 APPIAN ST, PORT CHARLOTTE",
"12/15/1999","1999120694","Building/Accessories/Residential/Swimming Pool","BUILD SWIMMING POOL  INCLUDES ROW","Closed","15516 RUSTON CIR, PORT CHARLOTTE",
"12/15/1999","1999120680","Building/Accessories/Residential/Swimming Pool","POOL, SPA,PATIO    INCLUDES ROW","Closed","681 ROTONDA CIR, ROTONDA WEST",
"12/14/1999","1999120655","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL INCLUDES ROW","Closed","4123 ROCK CREEK DR, PORT CHARLOTTE",
"12/14/1999","1999120596","Building/Accessories/Residential/Swimming Pool","RETAINING WALL, POOL & ENCLOSURE  INCLUDES ROW","Closed","17161 DILL CT, PUNTA GORDA",
"12/10/1999","1999120474","Building/Accessories/Residential/Swimming Pool","INSTALL PRIVATE SWIMMING POOL REQUIRES ROW","Closed","25231 DERRINGER RD, PORT CHARLOTTE",
"12/10/1999","1999120472","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO INCLUDES ROW","Closed","24273 BALEARIC LN, PUNTA GORDA",
"12/10/1999","1999120442","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & CAGE     INCLUDES ROW","Closed","590 GASPAR DR, PLACIDA",
"12/10/1999","1999120441","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE INCLUSES ROW","Closed","1455 GULF BLVD, ENGLEWOOD",
"12/10/1999","1999120440","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL PATIO & CAGE INCLUDES ROW 1/11/00 ORIGINAL PERMIT DATE","Closed","27097 OMNI LN, PORT CHARLOTTE",
"12/09/1999","1999120410","Building/Accessories/Residential/Swimming Pool","INSTALL 1 PC FIBERGLASS POOL & CONC DECK ROW  NOT REQUIRED, SPA","Closed","17000 HIDDEN VALLEY CIR, PUNTA GORDA",
"12/09/1999","1999120404","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW","Closed","161 SPORTSMAN RD, ROTONDA WEST",
"12/09/1999","1999120401","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW","Closed","118 BROADMOOR LN, ROTONDA WEST",
"12/07/1999","1999120260","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO REQUIRES ROW","Closed","21 MEDALIST CT, ROTONDA WEST",
"12/07/1999","1999120258","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO           INCLUDES ROW","Closed","41 ORLANDO BLVD, PORT CHARLOTTE",
"12/07/1999","1999120257","Building/Accessories/Residential/Swimming Pool","POOL, DECK & WALKWAY INCLUDES ROW","Closed","210 MEREDITH LN, ENGLEWOOD",
"12/07/1999","1999120243","Building/Accessories/Residential/Swimming Pool","POOL & PATIO REQUIRES ROW. PLAN ALTERATION: REVERSED FROM ORIGINAL","Closed","26039 TEMPLAR LN, PORT CHARLOTTE",
"12/07/1999","1999120230","Building/Accessories/Residential/Swimming Pool","POOL & DECK   INCLUDES ROW  RENEW PERMIT 9/22/00","Closed","122 SWAN DR, PLACIDA",
"12/07/1999","1999120218","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL PATIO ,SOLAR & CAGE REQUIRES ROW 12/30/99 ORIGINAL PERMIT DATE. PLAN ALTERATION: P/C CHANGE  SHAPE OF CAGE","Closed","30 LONG MEADOW LN, ROTONDA WEST",
"12/03/1999","1999120164","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & ENCLOSURE   INCLUDES ROW","Closed","25342 VANTAGE LN, PORT CHARLOTTE",
"12/03/1999","1999120126","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, CAGE, SOLAR REQUIRES ROW","Closed","21231 DAVISON AVE, PORT CHARLOTTE",
"11/30/1999","1999111503","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK  INCLUDES ROW   ORIG PERMIT 12-28-99","Closed","3292 ELKCAM BLVD, PORT CHARLOTTE",
"11/30/1999","1999111498","Building/Accessories/Residential/Swimming Pool","POOL & DECK   INCLUDES ROW   ORIG  2-18-00   RENEW 3-19-02","Closed","7204 SUNNYBROOK BLVD, ENGLEWOOD",
"11/30/1999","1999111468","Building/Accessories/Residential/Swimming Pool","POOL & PATIO INCLUDES ROW RENEW PERMIT 1-29-01","Closed","169 ROBINA ST, PORT CHARLOTTE",
"11/30/1999","1999111444","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO INCLUDES ROW","Closed","311 BOUNDARY BLVD, ROTONDA WEST",
"11/24/1999","1999111311","Building/Accessories/Residential/Swimming Pool","POOL & PATIO REQUIRES ROW","Closed","23229 HAINLIN AVE, PORT CHARLOTTE",
"11/24/1999","1999111308","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW. PLAN ALTERATION: P/C-ADD 2 FT. TO DECK-LEFT SID","Closed","42 MARK TWAIN LN, ROTONDA WEST",
"11/24/1999","1999111281","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO          INCLUDES ROW","Closed","2176 HARBOUR DR, PORT CHARLOTTE",
"11/24/1999","1999111278","Building/Accessories/Residential/Swimming Pool","POOL & DECK INCLUDES ROW","Closed","239 MARKER RD, ROTONDA WEST",
"11/24/1999","1999111277","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW","Closed","352 FLETCHER ST, PORT CHARLOTTE",
"11/24/1999","1999111276","Building/Accessories/Residential/Swimming Pool","POOL & DECK   INCLUDES ROW","Closed","50 OAKLAND HILLS PL, ROTONDA WEST",
"11/23/1999","1999111231","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","1885 FAUST DR, ENGLEWOOD",
"11/22/1999","1999111192","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW   ORIG PERMIT 12-1-99","SUSPEND","4282 LIBRARY ST, PORT CHARLOTTE 33948",
"11/22/1999","1999111160","Building/Accessories/Residential/Swimming Pool","POOL & PATIO REQUIRES ROW","Closed","3274 DAYTONA DR, PORT CHARLOTTE",
"11/22/1999","1999111158","Building/Accessories/Residential/Swimming Pool","POOL & PATIO REQUIRES ROW","Closed","515 HALLCREST TER, PORT CHARLOTTE",
"11/22/1999","1999111156","Building/Accessories/Residential/Swimming Pool","POOL & PATIO ROW REQUIRED","Closed","9026 SWISS BLVD, PUNTA GORDA",
"11/17/1999","1999110962","Building/Accessories/Residential/Swimming Pool","POOL, DECK & SOLAR   INCLUDES ROW","Closed","6006 GILLOT BLVD, PORT CHARLOTTE",
"11/17/1999","1999110961","Building/Accessories/Residential/Swimming Pool","POOL & DECK REQUIRES ROW","Closed","978 ROTONDA CIR, ROTONDA WEST",
"11/17/1999","1999110960","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW","Closed","5225 NEVILLE TER, PORT CHARLOTTE",
"11/17/1999","1999110949","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","17123 EDGEWATER DR, PORT CHARLOTTE",
"11/16/1999","1999110857","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","6319 COLISEUM BLVD, PORT CHARLOTTE",
"11/16/1999","1999110838","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW","Closed","19411 LAUZON AVE, PORT CHARLOTTE",
"11/12/1999","1999110690","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & PATIO INCLUDES ROW   ORIG 12-21-99   RENEW 8-27-01","Closed","4077 PELICAN SHORES CIR, ENGLEWOOD",
"11/12/1999","1999110679","Building/Accessories/Residential/Swimming Pool","INSTALL POOL PATIO & ENCLOSURE INCLUDES ROW","Closed","3149 ROCK CREEK DR, PORT CHARLOTTE",
"11/12/1999","1999110678","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, PATIO & ENCLOSURE ROW INCLUDED   12-10-99   RENEW 4-18-01","Closed","439 YEAGER ST, PORT CHARLOTTE",
"11/12/1999","1999110664","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL CONSTRUCTION INCLUDES ROW","Closed","2542 CHAPEL DR, PORT CHARLOTTE",
"11/12/1999","1999110656","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL, SPA, PATIO          INCLUDES ROW","Closed","13455 FORESMAN BLVD, PORT CHARLOTTE",
"11/12/1999","1999110643","Building/Accessories/Residential/Swimming Pool","ADD POOL, SPA, & DECK W/ RET. WALL INCLUDES ROW","Closed","24107 CEDAR RAPIDS RD, PUNTA GORDA",
"11/10/1999","1999110596","Building/Accessories/Residential/Swimming Pool","POOL& PATIO INCLUDES ROW","Closed","1052 EPPINGER DR, PORT CHARLOTTE",
"11/10/1999","1999110589","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL INCLUDES ROW","Closed","1329 LIGGETT CIR, PORT CHARLOTTE",
"11/09/1999","1999110471","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO INCLUDING ROW","Closed","270 FORTALEZA ST, PORT CHARLOTTE",
"11/08/1999","1999110382","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW","Closed","5 SPORTSMAN RD, ROTONDA WEST",
"11/08/1999","1999110379","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO","Closed","30780 WASHINGTON LOOP RD, PUNTA GORDA",
"11/05/1999","1999110316","Building/Accessories/Residential/Swimming Pool","INSTALL ONE PIECE FIBERGLASS POOL & CONCRETE DECK         INCLUDES ROW","Closed","17412 WINTERGARDEN AVE, PORT CHARLOTTE",
"11/05/1999","1999110312","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","14510 CRESENT AVE, PORT CHARLOTTE",
"11/05/1999","1999110295","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL & PATIO & SOLAR            INCLUDES ROW","Closed","23380 MULLINS AVE, PORT CHARLOTTE",
"11/04/1999","1999110265","Building/Accessories/Residential/Swimming Pool","POOL, DECK, ENCLOSURE & SOLAR  INCLUDES ROW","Closed","4237 WINONA ST, PORT CHARLOTTE",
"11/04/1999","1999110261","Building/Accessories/Residential/Swimming Pool","POOL, DECK, ENCLOSURE  INCLUDES ROW","Closed","1485 UMBER CT, PORT CHARLOTTE",
"11/04/1999","1999110258","Building/Accessories/Residential/Swimming Pool","POOL, DECK ENCLOSURE SOLAR  INCLUDES ROW","Closed","313 HALLCREST TER, PORT CHARLOTTE",
"11/04/1999","1999110243","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK INCLUDES ROW. PLAN ALTERATION: P/C FOOTING DETAILS","Closed","1496 LEMON BAY DR, ENGLEWOOD",
"11/04/1999","1999110242","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK            INCLUDES ROW","Closed","7251 SUNNYBROOK BLVD, ENGLEWOOD",
"11/03/1999","1999110198","Building/Accessories/Residential/Swimming Pool","POOL DECK & CAGE         INCLUDES ROW","SUSPEND","27207 TIERRA DEL FUEGO CIR, PORT CHARLOTTE",
"11/03/1999","1999110162","Building/Accessories/Residential/Swimming Pool","INSTALL PRIVATE SWIMMING POOL        INCLUDES ROW","Closed","5211 BLACKJACK CIR, PUNTA GORDA",
"11/03/1999","1999110161","Building/Accessories/Residential/Swimming Pool","INSTALL PRIVATE SWIMMING POOL     INCLUDES ROW","Closed","17237 BARCREST LN, PUNTA GORDA",
"11/03/1999","1999110151","Building/Accessories/Residential/Swimming Pool","POOL & PATIO     INCLUDES ROW   ORIG PERMIT 11-23-99    ORIG EXT PERMIT 2/07/2000","Closed","1770 FAUST DR, ENGLEWOOD",
"11/02/1999","1999110139","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, CAGE         INCLUDES ROW","Closed","1008 ROTONDA CIR, ROTONDA WEST",
"11/02/1999","1999110133","Building/Accessories/Residential/Swimming Pool","INSTALL POOL ROW NOT INCLUDED - COMMERCIAL","Closed","24440 SANDHILL BLVD, PORT CHARLOTTE",
"11/02/1999","1999110115","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO         INCLUDES ROW","Closed","17261 OHARA DR, PORT CHARLOTTE",
"11/02/1999","1999110113","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, PATIO            INCLUDES ROW","Closed","21056 HIGGS DR, PORT CHARLOTTE",
"11/01/1999","1999110048","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK","Closed","21460 HARBORSIDE BLVD, PORT CHARLOTTE",
"11/01/1999","1999110046","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL/DECK","Closed","21400 HARBORSIDE BLVD, PORT CHARLOTTE",
"10/29/1999","1999101551","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL CONSTRUCTION        INCLUDES ROW","Closed","364 ORLANDO BLVD, PORT CHARLOTTE",
"10/29/1999","1999101523","Building/Accessories/Residential/Swimming Pool","INSTALL POOL &  DECK      INCLUDES ROW","Closed","27185 SAN MARINO DR, PORT CHARLOTTE",
"10/29/1999","1999101509","Building/Accessories/Residential/Swimming Pool","POOL & DECK       INCLUDES ROW","Closed","2240 OLEADA CT, ENGLEWOOD",
"10/29/1999","1999101486","Building/Accessories/Residential/Swimming Pool","CONSTRUCT SWIMMING POOL      INCLUDES ROW","SUSPEND","364 CORRIENTES CIR, PORT CHARLOTTE",
"10/28/1999","1999101432","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","342 MARANON WAY, PORT CHARLOTTE",
"10/28/1999","1999101430","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","6949 DENMARK ST, ENGLEWOOD",
"10/28/1999","1999101427","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","1073 HARBOUR WOOD DR, PUNTA GORDA 33983",
"10/28/1999","1999101424","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","152 MARACAL WAY, PORT CHARLOTTE",
"10/27/1999","1999101374","Building/Accessories/Residential/Swimming Pool","POOL & DECK       INCLUDES ROW","Closed","258 MEDALIST RD, ROTONDA WEST",
"10/27/1999","1999101343","Building/Accessories/Residential/Swimming Pool","POOL  INCLUDES ROW","Closed","17492 VELLUM CIR, PUNTA GORDA FL 33955",
"10/22/1999","1999101136","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","16991 OHARA DR, PORT CHARLOTTE",
"10/22/1999","1999101105","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW","Closed","13710 BEGONIA CIR, PORT CHARLOTTE",
"10/22/1999","1999101086","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & SPA    INCLUDES ROW. PLAN ALTERATION: ADD FOOTER AND WALL AT END OF","SUSPEND","10503 AZTEC RD, PORT CHARLOTTE",
"10/20/1999","1999100972","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK      INCLUDES ROW","Closed","30458 HOLLY RD, PUNTA GORDA",
"10/20/1999","1999100971","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK             INCLUDES ROW","Closed","159 MEDALIST RD, ROTONDA WEST 33947",
"10/20/1999","1999100970","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK INCLUDES ROW","Closed","110 GREEN DOLPHIN DR, PLACIDA",
"10/20/1999","1999100960","Building/Accessories/Residential/Swimming Pool","SWIMMING  POOL & PATIO         INCLUDES ROW","Closed","104 SHADE ST, PORT CHARLOTTE",
"10/20/1999","1999100959","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO       INCLUDES ROW","Closed","12606 LAGUNA DR, PUNTA GORDA",
"10/19/1999","1999100906","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL        INCLUDES ROW          ORIGINAL PERMIT ISSUED 11-18-99","Closed","904 ROTONDA CIR, ROTONDA WEST",
"10/19/1999","1999100905","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL       INCLUDES ROW            ORIGINAL PERMIT ISSUED 11-18-00","Closed","902 ROTONDA CIR, ROTONDA WEST",
"10/19/1999","1999100881","Building/Accessories/Residential/Swimming Pool","POOL & PATIO      INCLUDES ROW","Closed","927 ROTONDA CIR, ROTONDA WEST",
"10/18/1999","1999100806","Building/Accessories/Residential/Swimming Pool","POOL & DECK       INCLUDES ROW","Closed","37 SPORTSMAN PL, ROTONDA WEST",
"10/18/1999","1999100805","Building/Accessories/Residential/Swimming Pool","POOL, DECK & SOLAR        INCLUDES ROW","Closed","20 LONG MEADOW LN, ROTONDA WEST",
"10/18/1999","1999100803","Building/Accessories/Residential/Swimming Pool","POOL & DECK      INCLUDES ROW","Closed","130 MARINER LN, ROTONDA WEST",
"10/18/1999","1999100802","Building/Accessories/Residential/Swimming Pool","POOL & DECK         INCLUDES ROW","Closed","6 LONG MEADOW CT, ROTONDA WEST",
"10/15/1999","1999100771","Building/Accessories/Residential/Swimming Pool","CONSTRUCT INGROUND POOL           INCLUDES ROW","Closed","6204 CHARIOT ST, ENGLEWOOD",
"10/14/1999","1999100739","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW","Closed","4676 ARLINGTON DR, PLACIDA",
"10/14/1999","1999100692","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, CAGE          INCLUDES ROW","Closed","5039 PARKER ST, PORT CHARLOTTE",
"10/14/1999","1999100691","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, CAGE      INCLUDES ROW. PLAN ALTERATION: PLANS CHANGE CAGE DETAILS","Closed","682 BOUNDARY BLVD, ROTONDA WEST",
"10/13/1999","1999100651","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW  ORIGINAL PERMIT DATE11/4/99","Closed","32 LONG MEADOW CT, ROTONDA WEST 33947",
"10/13/1999","1999100650","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO     INCLUDES ROW  ORIGINAL PERMIT DATE 11/4/99","SUSPEND","1035 NEWTON ST, ENGLEWOOD 34224",
"10/13/1999","1999100648","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO INCLUDES ROW  ORIGINAL PERMIT DATE 11/4/99","SUSPEND","803 BOUNDARY BLVD, ROTONDA WEST 33947",
"10/13/1999","1999100647","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK       INCLUDES ROW  ORIGINAL PERMIT DATE  11/4/99","Closed","52 LONG MEADOW LN, ROTONDA WEST",
"10/12/1999","1999100570","Building/Accessories/Residential/Swimming Pool","POOL & PATIO       INCLUDES ROW","Closed","23258 DELAVAN AVE, PORT CHARLOTTE",
"10/12/1999","1999100566","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK      ROW NOT REQUIRED","Closed","4000 LEA MARIE ISLAND DR, PORT CHARLOTTE 33952",
"10/12/1999","1999100565","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW","Closed","221 BUNKER RD, ROTONDA WEST",
"10/11/1999","1999100466","Building/Accessories/Residential/Swimming Pool","POOL & PATIO     ROW NOT REQ","Closed","24422 TANGELO AVE, PORT CHARLOTTE",
"10/08/1999","1999100431","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK-INCLUDES ROW","Closed","5175 ADMINISTRATION ST, PORT CHARLOTTE",
"10/08/1999","1999100429","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK  ROW NOT REQUIRED       CHG OF CONTRACTOR FROM CUSTOM POOLS BY PRECISION 1-14-00","Closed","21350 HARBORSIDE BLVD, PORT CHARLOTTE",
"10/07/1999","1999100347","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/INCLUDES ROW","Closed","21410 HARBORSIDE BLVD, PORT CHARLOTTE",
"10/07/1999","1999100335","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK       INCLUDES ROW","Closed","12395 KROME AVE, PORT CHARLOTTE",
"10/06/1999","1999100288","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, DECK,& CAGE INCLUDES ROW","Closed","9268 SAN BERNANDINO AVE, ENGLEWOOD",
"10/06/1999","1999100287","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL INCLUDES ROW","SUSPEND","24282 SILVER LN, PUNTA GORDA",
"10/06/1999","1999100280","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, DECK-INCLUDES ROW","Closed","282 VICEROY TER, PORT CHARLOTTE",
"10/06/1999","1999100254","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, PATIO, ENCLOSURE        INCLUDES ROW","Closed","7142 SUSSEX LN, ENGLEWOOD",
"10/05/1999","1999100213","Building/Accessories/Residential/Swimming Pool","CONCRETE SWIMMING POOL   INCLUDES ROW","SUSPEND","9470 ROSEBUD CIR, PORT CHARLOTTE",
"10/05/1999","1999100211","Building/Accessories/Residential/Swimming Pool","CONCRETE SWIMMING POOL   INCLUDES ROW","SUSPEND","171 SPORTSMAN RD, ROTONDA WEST",
"10/05/1999","1999100210","Building/Accessories/Residential/Swimming Pool","CONCRETE SWIMMING POOL  INCLUDES ROW","Closed","241 SPORTSMAN RD, ROTONDA WEST",
"10/05/1999","1999100207","Building/Accessories/Residential/Swimming Pool","CONCRETE SWIMMING POOL   INCLUDES ROW","Closed","46 SPORTSMAN RD, ROTONDA WEST",
"10/05/1999","1999100203","Building/Accessories/Residential/Swimming Pool","BUILD A CONCRETE SWIMMING POOL   INCLUDES ROW","SUSPEND","19 PAR VIEW RD, ROTONDA WEST",
"10/05/1999","1999100183","Building/Accessories/Residential/Swimming Pool","POOL, SPA & PATIO  INCLUDES ROW. PLAN ALTERATION: P/C SETBACKS FROM HOUSE","Closed","994 ROTONDA CIR, ROTONDA WEST",
"10/05/1999","1999100180","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO-INCLUDES ROW","Closed","11074 MAGDALENA AVE, ENGLEWOOD",
"10/05/1999","1999100177","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO-INCLUDES ROW","Closed","7115 ADDERLY RD, ENGLEWOOD",
"10/04/1999","1999100099","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO-INCLUDES ROW","Closed","194 LONGLEY DR, PORT CHARLOTTE",
"10/01/1999","1999100044","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO         INCLUDES ROW","Closed","16110 SUNSET PINES CIR, BOCA GRANDE",
"10/01/1999","1999100043","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE        INCLUDES ROW","Closed","83 CADDY RD, ROTONDA WEST",
"09/30/1999","1999091531","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL,DECK,ENCLOSURE,R.O.W.. PLAN ALTERATION: P/C RELOCATE SPA CLOSER TO HOU","Closed","3639 ALLAPATCHEE DR, PUNTA GORDA",
"09/30/1999","1999091530","Building/Accessories/Residential/Swimming Pool","SWIMMIMG POOL,DECK,ENCLOSURE,ROW,SOLAR","Closed","198 COBLENTZ ST, PORT CHARLOTTE",
"09/30/1999","1999091529","Building/Accessories/Residential/Swimming Pool","POOL, DECK, SOLAR  INCLUDES ROW","Closed","9498 MODESTO CIR, PORT CHARLOTTE",
