"File Date","Record Number","Record Type","Description","Address","Status",
"07/26/1993","BIP0000187234","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","5272 ALHAMBRA VALLEY RD, MARTINEZ CA","Finaled",
"07/26/1993","BIP0000187233","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","139 VERNAL DR, ALAMO CA","Finaled",
"07/23/1993","BIP0000187173","Building/Residential/P/Pool","PRIVATE POOL-ANTHONY POOLS","4165 ARBOLADO DR, WALNUT CREEK CA","Finaled",
"07/23/1993","BIP0000187121","Building/Residential/P/Pool","PRIVATE POOL","1720 PORT WAY, OAKLEY CA","Finaled",
"07/22/1993","BIP0000187101","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","106 LARK CT, ALAMO CA","Finaled",
"07/21/1993","BIP0000187048","Building/Residential/P/Pool","PRIVATE POOL - ROYAL POOL","184 RUSSELL DR, WALNUT CREEK CA","Finaled",
"07/19/1993","BIP0000186979","Building/Residential/P/Pool","PRIVATE POOL","330 KIMBERWICKE CT, DANVILLE CA","Finaled",
"07/19/1993","BIP0000186978","Building/Residential/P/Pool","PRIVATE POOL- POLLY POOLS","1336 CHIANTI WAY, OAKLEY CA","Finaled",
"07/19/1993","BIP0000187005","Building/Residential/P/Pool","PRIVATE POOL","3300 DOYLE RD, OAKLEY CA","Finaled",
"07/19/1993","BIP0000187004","Building/Residential/P/Pool","PRIVATE POOL","2390 WINDSOR LN, OAKLEY CA","Finaled",
"07/19/1993","BIP0000187001","Building/Residential/P/Pool","PRIVATE POOL-HAWKINS POOL","2205 RIDGEPOINTE CT, WALNUT CREEK CA","Finaled",
"07/19/1993","BIP0000186996","Building/Residential/P/Pool","PRIVATE POOL-CLASSIC POOLS","720 JANE CT, MARTINEZ CA","Finaled",
"07/08/1993","BIP0000186764","Building/Residential/P/Pool","PRIVATE POOL","3304 DEER HOLLOW DR, DANVILLE CA","Finaled",
"07/08/1993","BIP0000186758","Building/Residential/P/Pool","PRIVATE POOL - ROYAL POOLS","2660 TRAFALGAR CIR, CONCORD CA","Finaled",
"07/02/1993","BIP0000186681","Building/Residential/P/Pool","PRIVATE POOL","337 AHWANEE CT, CLAYTON CA","Finaled",
"06/30/1993","BIP0000186610","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","20 CANDLEWOOD PL, WALNUT CREEK CA","Finaled",
"06/28/1993","BIP0000186522","Building/Residential/P/Pool","PRIVATE POOL","1663 CAMINO PABLO, MORAGA CA","Finaled",
"06/24/1993","BIP0000186443","Building/Residential/P/Pool","PRIVATE POOL","301 BEDFORD LN, OAKLEY CA","Finaled",
"06/24/1993","BIP0000186430","Building/Residential/P/Pool","PRIVATE POOL","14 RED MAPLE PL, DANVILLE CA","Finaled",
"06/22/1993","BIP0000186396","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","66 SADDLE RD, WALNUT CREEK CA","Finaled",
"06/17/1993","BIP0000186249","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","215 VIA BONITA, ALAMO CA","Finaled",
"06/17/1993","BIP0000186234","Building/Residential/P/Pool","RESID POOL","761 SILVER CREST CT, LAFAYETTE CA","Finaled",
"06/16/1993","BIP0000186202","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","91 CUNHA CT, OAKLEY CA","Finaled",
"06/15/1993","BIP0000186183","Building/Residential/P/Pool","PRIVATE POOL","135 ERSILIA TRAIL, ALAMO CA","Finaled",
"06/15/1993","BIP0000186166","Building/Residential/P/Pool","PRIVATE POOL","4000 WELLINGTON PL, LAFAYETTE CA","Finaled",
"06/10/1993","BIP0000186057","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","3373 DEER HOLLOW DR, DANVILLE CA","Finaled",
"06/10/1993","BIP0000186056","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","50 VIEJO VISTA, WALNUT CREEK CA","Expired",
"06/10/1993","BIP0000186052","Building/Residential/P/Pool","PRIVATE POOL","5118 BLACKHAWK DR, DANVILLE CA","Finaled",
"06/09/1993","BIP0000186034","Building/Residential/P/Pool","PRIVATE POOL","4741 OAK FOREST AVE, OAKLEY CA","Finaled",
"06/08/1993","BIP0000186022","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","144 GOLDEN HILL PL, WALNUT CREEK CA","Finaled",
"06/08/1993","BIP0000186021","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","1541 LAS TRAMPAS RD, ALAMO CA","Finaled",
"06/08/1993","BIP0000186009","Building/Residential/P/Pool","PRIVATE POOL-INOVATIVE POOLS","29 DIAS DORADOS, ORINDA CA","Finaled",
"06/08/1993","BIP0000186005","Building/Residential/P/Pool","PRIVATE POOL","4042 MEADOWS LN, OAKLEY CA","Finaled",
"06/08/1993","BIP0000186000","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","2484 SANTA BARBARA CT, BYRON CA","Finaled",
"06/07/1993","BIP0000185994","Building/Residential/P/Pool","PRIVATE POOL","43 RAPALLO CT, PITTSBURG CA","Finaled",
"06/03/1993","BIP0000185912","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","250 EL PUEBLO PL, CLAYTON CA","Finaled",
"06/02/1993","BIP0000185901","Building/Residential/P/Pool","PRIVATE POOL","150 RIDGE RD, DANVILLE CA","Finaled",
"05/28/1993","BIP0000185833","Building/Residential/P/Pool","PRIVATE POOL","1807 FALLBROOK DR, DANVILLE CA","Finaled",
"05/27/1993","BIP0000185810","Building/Residential/P/Pool","PRIVATE POOL-HYDRO POOLS","3731 KNIGHTSEN AVE, KNIGHTSEN CA","Finaled",
"05/27/1993","BIP0000185805","Building/Residential/P/Pool","PRIVATE POOL","2228 RIDGEPOINTE CT, WALNUT CREEK CA","Finaled",
"05/26/1993","BIP0000185796","Building/Residential/P/Pool","REPLACE VINYL POOL W/GUNITE","631 NORTH GATE RD, WALNUT CREEK CA","Finaled",
"05/26/1993","BIP0000185763","Building/Residential/P/Pool","PRIVATE POOL- SIGNATURE POOLS","90 SNOW MOUNTAIN CT, DANVILLE CA","Finaled",
"05/26/1993","BIP0000185762","Building/Residential/P/Pool","PRIVATE POOL - SIGNATURE POOLS","25 KEMP CT, ALAMO CA","Finaled",
"05/26/1993","BIP0000185759","Building/Residential/P/Pool","PRIVATE POOL-NATURES REFLECTIO","130 SILVER OAK TERR, ORINDA CA","Check Call",
"05/25/1993","BIP0000185713","Building/Residential/P/Pool","PRIVATE POOL","337 CANTERBURY CT, ALAMO CA","Finaled",
"05/24/1993","BIP0000185646","Building/Residential/P/Pool","SPA","4392 MANSFIELD DR, DANVILLE CA","Finaled",
"05/20/1993","BIP0000185581","Building/Residential/P/Pool","PRIVATE POOL","3607 POWELL DR, LAFAYETTE CA","Finaled",
"05/20/1993","BIP0000185565","Building/Residential/P/Pool","PRIVATE POOL","379 SOUTH AVE, ALAMO CA","Finaled",
"05/20/1993","BIP0000185564","Building/Residential/P/Pool","PRIVATE POOL","138 GAYWOOD RD, ALAMO CA","Expired",
"05/19/1993","BIP0000185544","Building/Residential/P/Pool","PRIVATE POOL","20 VALLEY OAKS CT, ALAMO CA","Finaled",
"05/19/1993","BIP0000185534","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","133 LA SONOMA WAY, ALAMO CA","Expired",
"05/14/1993","BIP0000185435","Building/Residential/P/Pool","PRIVATE POOL","585 BROADWAY S AVE, PITTSBURG CA","Finaled",
"05/14/1993","BIP0000185422","Building/Residential/P/Pool","PRIVATE POOL - CLASSIC POOLS","118 CROW PL, CLAYTON CA","Finaled",
"05/13/1993","BIP0000185387","Building/Residential/P/Pool","PRIVATE POOL-ANTHONY POOLS","1524 THISTLE CT, OAKLEY CA","Finaled",
"05/13/1993","BIP0000185386","Building/Residential/P/Pool","PRIVATE POOL -ANTHONY POOLS","523 HONEY LAKE CT, DANVILLE CA","Finaled",
"05/12/1993","BIP0000185366","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","450 BOLLA PL, ALAMO CA","Expired",
"05/11/1993","BIP0000185338","Building/Residential/P/Pool","PRIVATE POOL","3485 STAGE COACH DR, LAFAYETTE CA","Finaled",
"05/11/1993","BIP0000185337","Building/Residential/P/Pool","PRIVATE POOL","131 WELLINGTON LN, ALAMO CA","Finaled",
"05/11/1993","BIP0000185336","Building/Residential/P/Pool","PRIVATE POOL-OWNER BUILT","1833 AYERS RD, CONCORD CA","Finaled",
"05/10/1993","BIP0000185331","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","41 ESTATES DR, ORINDA CA","Finaled",
"05/10/1993","BIP0000185330","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","4391 TRAVALE PL, OAKLEY CA","Finaled",
"05/10/1993","BIP0000185323","Building/Residential/P/Pool","PRIVATE POOL","206 DENNIS CT, OAKLEY CA","Finaled",
"05/10/1993","BIP0000185320","Building/Residential/P/Pool","PRIVATE POOL","4419 DEER RIDGE RD, DANVILLE CA","Finaled",
"05/07/1993","BIP0000185269","Building/Residential/P/Pool","POOL","1068 MITCHELL CANYON RD, CLAYTON CA","Finaled",
"05/07/1993","BIP0000185255","Building/Residential/P/Pool","GUNITE SPA","10 HACIENDAS RD, ORINDA CA","Cancelled",
"05/06/1993","BIP0000185235","Building/Residential/P/Pool","PRIVATE POOL","109 WARWICK CT, ALAMO CA","Finaled",
"05/06/1993","BIP0000185234","Building/Residential/P/Pool","PRIVATE POOL","513 WOODFERN CT, WALNUT CREEK CA","Finaled",
"05/05/1993","BIP0000185218","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","940 REDWOOD DR, DANVILLE CA","Finaled",
"05/05/1993","BIP0000185206","Building/Residential/P/Pool","PRIVATE POOL","5411 BLACKHAWK DR, DANVILLE CA","Finaled",
"05/05/1993","BIP0000185205","Building/Residential/P/Pool","PRIVATE POOL","1 STRANG CT, ORINDA CA","Finaled",
"05/04/1993","BIP0000185157","Building/Residential/P/Pool","PRIVATE POOL","2181 LAS TRAMPAS RD, ALAMO CA","Finaled",
"04/30/1993","BIP0000185123","Building/Residential/P/Pool","RESID POOL","3956 LIGHTHOUSE PL, BYRON CA","Finaled",
"04/29/1993","BIP0000185087","Building/Residential/P/Pool","PRIVATE POOL","3705 RANCHO ESTATES CT, WALNUT CREEK CA","Expired",
"04/27/1993","BIP0000185051","Building/Residential/P/Pool","PRIVATE POOL-ROSE POOL CO","19 TAM-O-SHANTER RD, ALAMO CA","Finaled",
"04/27/1993","BIP0000185047","Building/Residential/P/Pool","PRIVATE POOL","1804 FALLBROOK DR, DANVILLE CA","Finaled",
"04/26/1993","BIP0000185004","Building/Residential/P/Pool","PRIVATE POOL","4970 VALLEY ORCHARD CT, MARTINEZ CA","Finaled",
"04/22/1993","BIP0000184942","Building/Residential/P/Pool","PRIVATE POOL","808 WINDSONG CT, WALNUT CREEK CA","Finaled",
"04/21/1993","BIP0000184927","Building/Residential/P/Pool","PRIVATE POOL","2054 DORIS AVE, WALNUT CREEK CA","Finaled",
"04/21/1993","BIP0000184921","Building/Residential/P/Pool","POOL","3401 DEER RIDGE DR, DANVILLE CA","Finaled",
"04/21/1993","BIP0000184914","Building/Residential/P/Pool","POOL","122 LA ESPIRAL, ORINDA CA","Finaled",
"04/20/1993","BIP0000184893","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","4592 EL MONTE CT, OAKLEY CA","Finaled",
"04/20/1993","BIP0000184892","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","84 TERRACE RD, WALNUT CREEK CA","Finaled",
"04/19/1993","BIP0000184874","Building/Residential/P/Pool","PRIVATE POOL","2189 LAS TRAMPAS RD, ALAMO CA","Finaled",
"04/19/1993","BIP0000184868","Building/Residential/P/Pool","PRIVATE POOL  CRYSTAL POOLS","841 COACHMAN PL, CLAYTON CA","Finaled",
"04/16/1993","BIP0000184831","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","205 CHAPS CT, OAKLEY CA","Finaled",
"04/16/1993","BIP0000184832","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","800 HIDDEN POND CT, MARTINEZ CA","Finaled",
"04/15/1993","BIP0000184805","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","140 WINESTONE CT, DANVILLE CA","Finaled",
"04/15/1993","BIP0000184768","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","2444 ALAMO GLEN DR, DANVILLE CA","Finaled",
"04/14/1993","BIP0000184762","Building/Residential/P/Pool","PRIVATE POOL","3071 SANDSTONE RD, ALAMO CA","Finaled",
"04/14/1993","BIP0000184761","Building/Residential/P/Pool","PRIVATE POOL","381 READ DR, LAFAYETTE CA","Finaled",
"04/14/1993","BIP0000184755","Building/Residential/P/Pool","PRIVATE POOL-POLLY POOLS","1409 KALE CT, OAKLEY CA","Expired",
"04/13/1993","BIP0000184738","Building/Residential/P/Pool","PRIVATE POOL","4205 NORTHWOOD CT, OAKLEY CA","Finaled",
"04/13/1993","BIP0000184737","Building/Residential/P/Pool","PRIVATE POOL","4095 WOODHAVEN LN, OAKLEY CA","Finaled",
"04/13/1993","BIP0000184736","Building/Residential/P/Pool","PRIVATE POOL","4145 WOODHAVEN LN, OAKLEY CA","Finaled",
"04/13/1993","BIP0000184730","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","74 ALAMO GLEN TRAIL, DANVILLE CA","Finaled",
"04/13/1993","BIP0000184719","Building/Residential/P/Pool","PRIVATE POOL","249 GERRY CT, WALNUT CREEK CA","Finaled",
"04/12/1993","BIP0000184705","Building/Residential/P/Pool","PRIVATE POOL","1253 ROSE LN, LAFAYETTE CA","Finaled",
"04/09/1993","BIP0000184662","Building/Residential/P/Pool","SPA","410 VALLEY HILL DR, MORAGA CA","Finaled",
"04/08/1993","BIP0000184647","Building/Residential/P/Pool","PRIVATE POOL","527 HAMBURG CIR, CLAYTON CA","Finaled",
"04/07/1993","BIP0000184628","Building/Residential/P/Pool","PRIVATE POOL","2291 TAMARISK CT, BYRON CA","Finaled",
"04/05/1993","BIP0000184601","Building/Residential/P/Pool","PRIVATE POOL","431 SAND CREEK RD, BRENTWOOD CA","Finaled",
"04/01/1993","BIP0000184551","Building/Residential/P/Pool","PRIVATE POOL","270 SPINDRIFT CT, OAKLEY CA","Finaled",
"04/01/1993","BIP0000184550","Building/Residential/P/Pool","PRIVATE POOL","49 RHEEM BLVD, ORINDA CA","Finaled",
"03/31/1993","BIP0000184534","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","141 SOUTH AVE, ALAMO CA","Finaled",
"03/30/1993","BIP0000184513","Building/Residential/P/Pool","SPA","2697 CABALLO RANCHERO DR, DIABLO CA","Finaled",
"03/30/1993","BIP0000184491","Building/Residential/P/Pool","PRIVATE POOL","1940 CYPRESS CT, OAKLEY CA","Finaled",
"03/26/1993","BIP0000184448","Building/Residential/P/Pool","PRIVATE POOL","101 LINHARES LN, ALAMO CA","Finaled",
"03/25/1993","BIP0000184429","Building/Residential/P/Pool","PRIVATE POOL","2683 CHERRY HILLS DR, BYRON CA","Finaled",
"03/25/1993","BIP0000184425","Building/Residential/P/Pool","RESIDENTIAL POOL","994 RANDY WAY, BRENTWOOD CA","Finaled",
"03/25/1993","BIP0000184422","Building/Residential/P/Pool","RESIDENTIAL POOL","488 VINEWOOD DR, OAKLEY CA","Finaled",
"03/24/1993","BIP0000184406","Building/Residential/P/Pool","PRIVATE POOL","70 SANDERS RANCH RD, MORAGA CA","Finaled",
"03/24/1993","BIP0000184404","Building/Residential/P/Pool","PRIVATE POOL","122 MEADOW CT, OAKLEY CA","Finaled",
"03/19/1993","BIP0000184313","Building/Residential/P/Pool","PRIVATE POOL","2438 BODEGA CT, BYRON CA","Finaled",
"03/18/1993","BIP0000184282","Building/Residential/P/Pool","PRIVATE POOL","501 WINCHESTER CT, LAFAYETTE CA","Finaled",
"03/17/1993","BIP0000184268","Building/Residential/P/Pool","PRIVATE POOL","53 SANDERS RANCH RD, MORAGA CA","Finaled",
"03/17/1993","BIP0000184267","Building/Residential/P/Pool","PRIVATE POOL","4 HASTINGS CT, MORAGA CA","Finaled",
"03/17/1993","BIP0000184266","Building/Residential/P/Pool","PRIVATE POOL","4459 DEER FIELD WAY, DANVILLE CA","Finaled",
"03/16/1993","BIP0000184243","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","4398 TRAVALE PL, OAKLEY CA","Finaled",
"03/12/1993","BIP0000184186","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","4282 SILVER MEADOW CT, DANVILLE CA","Finaled",
"03/11/1993","BIP0000184158","Building/Residential/P/Pool","PRIVATE POOL","231 VALLEY OAKS DR, ALAMO CA","Finaled",
"03/09/1993","BIP0000184123","Building/Residential/P/Pool","PRIVATE POOL","410 SNOWDON PL, DANVILLE CA","Finaled",
"03/08/1993","BIP0000184082","Building/Residential/P/Pool","PRIVATE POOL","725 DELTA RD, BRENTWOOD CA","Expired",
"03/03/1993","BIP0000184025","Building/Residential/P/Pool","PRIVATE POOL","460 HAZELNUT DR, OAKLEY CA","Finaled",
"03/02/1993","BIP0000184002","Building/Residential/P/Pool","PRIVATE POOL","4250 NOTTINGHAM DR, DANVILLE CA","Finaled",
"03/02/1993","BIP0000184001","Building/Residential/P/Pool","PRIVATE POOL","4254 NOTTINGHAM DR, DANVILLE CA","Finaled",
"02/23/1993","BIP0000183882","Building/Residential/P/Pool","PRIVATE POOL","1725 HEMLOCK CT, OAKLEY CA","Finaled",
"02/23/1993","BIP0000183858","Building/Residential/P/Pool","PRIVATE POOL","38 MERRILL S CIR, MORAGA CA","Finaled",
"02/23/1993","BIP0000183857","Building/Residential/P/Pool","PRIVATE POOL","5416 BLACKHAWK DR, DANVILLE CA","Finaled",
"02/23/1993","BIP0000183856","Building/Residential/P/Pool","PRIVATE POOL","320 KIMBERWICKE CT, DANVILLE CA","Finaled",
"02/05/1993","BIP0000183650","Building/Residential/P/Pool","PRIVATE POOLS","303 IRON HORSE CT, WALNUT CREEK CA","Finaled",
"02/05/1993","BIP0000183642","Building/Residential/P/Pool","PRIVATE POOL","4 WALLABY CT, LAFAYETTE CA","Finaled",
"02/05/1993","BIP0000183641","Building/Residential/P/Pool","PRIVATE POOL","938 DOUGLAS CT, CLAYTON CA","Finaled",
"02/04/1993","BIP0000183606","Building/Residential/P/Pool","PRIVATE POOL","2458 PINEHURST CT, BYRON CA","Cancelled",
"02/04/1993","BIP0000183605","Building/Residential/P/Pool","PRIVATE POOL","1160 PLEASANT HILL CIR, LAFAYETTE CA","Finaled",
"02/01/1993","BIP0000183510","Building/Residential/P/Pool","PRIVATE POOLS","100 RODEO CT, LAFAYETTE CA","Finaled",
"01/28/1993","BIP0000183473","Building/Residential/P/Pool","PRIVATE POOL","80 SANDERS RANCH RD, MORAGA CA","Finaled",
"01/12/1993","BIP0000183251","Building/Residential/P/Pool","PRIVATE POOLS","4409 DEER RIDGE RD, DANVILLE CA","Finaled",
"01/07/1993","BIP0000183198","Building/Residential/P/Pool","PRIVATE POOL-ICBO # 3608","4225 NOTTINGHAM DR, DANVILLE CA","Finaled",
"01/06/1993","BIP0000183113","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","4710 NEROLY RD, OAKLEY CA","Finaled",
"01/04/1993","BIP0000183097","Building/Residential/P/Pool","PRIVATE POOL","90 VIA ASPERO, DANVILLE CA","Finaled",
"12/16/1992","BIP0000182816","Building/Residential/P/Pool","PRIVATE POOL","64 SPRING WATER CT, DANVILLE CA","Finaled",
"12/15/1992","BIP0000182795","Building/Residential/P/Pool","PRIVATE POOL","222 NOTTINGHAM PL, DANVILLE CA","Finaled",
"12/14/1992","BIP0000182773","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","3384 DEER HOLLOW DR, DANVILLE CA","Finaled",
"12/14/1992","BIP0000182773","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","3384 DEER HOLLOW DR, DANVILLE CA","Finaled",
"12/14/1992","BIP0000182772","Building/Residential/P/Pool","PRIVATE POOL","4501 FIG LN, OAKLEY CA","Finaled",
"12/10/1992","BIP0000182739","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","118 DEER RIDGE PL, DANVILLE CA","Finaled",
"12/10/1992","BIP0000182738","Building/Residential/P/Pool","PRIVATE POOL - PANACHE POOLS","61 MT TAMALPAIS PL, CLAYTON CA","Finaled",
"12/03/1992","BIP0000182597","Building/Residential/P/Pool","PRIVATE POOL","4045 ARBOLADO DR, WALNUT CREEK CA","Finaled",
"11/24/1992","BIP0000182467","Building/Residential/P/Pool","PRIVATE POOL","4185 ARBOLADO DR, WALNUT CREEK CA","Finaled",
"11/20/1992","BIP0000182401","Building/Residential/P/Pool","PRIVATE POOL","3540 O CONNOR DR, LAFAYETTE CA","Finaled",
"11/19/1992","BIP0000182387","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","485 COVENTRY PL, DANVILLE CA","Finaled",
"11/17/1992","BIP0000182339","Building/Residential/P/Pool","PRIVATE POOL","220 BRITAIN CT, ALAMO CA","Finaled",
"11/16/1992","BIP0000182282","Building/Residential/P/Pool","PRIVATE POOL","74 YARROW VALLEY LN, ORINDA CA","Finaled",
"11/12/1992","BIP0000182215","Building/Residential/P/Pool","FIBERGLASS POOL","820 SOUVERAIN CT, OAKLEY CA","Expired",
"11/12/1992","BIP0000182192","Building/Residential/P/Pool","PRIVATE POOL","45 SARAH LN, MORAGA CA","Finaled",
"11/10/1992","BIP0000182167","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","3263 BLACKHAWK MEADOW DR, DANVILLE CA","Expired",
"11/10/1992","BIP0000182140","Building/Residential/P/Pool","PRIVATE POOL","1611 SHANGRI LA CT, LAFAYETTE CA","Finaled",
"11/10/1992","BIP0000182136","Building/Residential/P/Pool","PRIVATE POOL","200 RIDGE S CT, DANVILLE CA","Finaled",
"11/10/1992","BIP0000182132","Building/Residential/P/Pool","PRIVATE POOL","216 BRISTOL CT, DANVILLE CA","Finaled",
"11/05/1992","BIP0000182063","Building/Residential/P/Pool","PRIVATE POOL","4721 LARIAT LN, OAKLEY CA","Finaled",
"11/03/1992","BIP0000182006","Building/Residential/P/Pool","PRIVATE POOLS","120 POPPY CT, WALNUT CREEK CA","Finaled",
"11/02/1992","BIP0000181979","Building/Residential/P/Pool","PRIVATE POOL","938 RANDY WAY, BRENTWOOD CA","Finaled",
"11/02/1992","BIP0000181967","Building/Residential/P/Pool","PRIVATE POOLS","214 NOTTINGHAM PL, DANVILLE CA","Finaled",
"10/30/1992","BIP0000181948","Building/Residential/P/Pool","PRIVATE POOL  N.T.C.","2035 MENDOCINO DR, PITTSBURG CA","Expired",
"10/29/1992","BIP0000181936","Building/Residential/P/Pool","PRIVATE POOL","974 VICTORIA CT, LAFAYETTE CA","Finaled",
"10/27/1992","BIP0000181891","Building/Residential/P/Pool","PRIVATE POOL","2472 ALAMO GLEN DR, DANVILLE CA","Finaled",
"10/27/1992","BIP0000181890","Building/Residential/P/Pool","PRIVATE POOL","4600 KINGSWOOD DR, DANVILLE CA","Finaled",
"10/26/1992","BIP0000181855","Building/Residential/P/Pool","PRIVATE POOL","75 EL PORTAL DR, CLAYTON CA","Finaled",
"10/21/1992","BIP0000181794","Building/Residential/P/Pool","PRIVATE POOL","3332 DEER HOLLOW DR, DANVILLE CA","Expired",
"10/20/1992","BIP0000181769","Building/Residential/P/Pool","PRIVATE POOL","431 RED WING DR, DANVILLE CA","Finaled",
"10/20/1992","BIP0000181768","Building/Residential/P/Pool","PRIVATE POOLS","4266 NOTTINGHAM DR, DANVILLE CA","Finaled",
"10/20/1992","BIP0000181767","Building/Residential/P/Pool","PRIVATE POOLS","309 IRON HORSE CT, WALNUT CREEK CA","Finaled",
"10/20/1992","BIP0000181766","Building/Residential/P/Pool","PRIVATE POOLS","3329 STAGE COACH DR, LAFAYETTE CA","Finaled",
"10/16/1992","BIP0000181693","Building/Residential/P/Pool","PRIVATE POOL","2219 LAS TRAMPAS RD, ALAMO CA","Finaled",
"10/16/1992","BIP0000181691","Building/Residential/P/Pool","PRIVATE POOL","2197 LAS TRAMPAS RD, ALAMO CA","Finaled",
"10/16/1992","BIP0000181689","Building/Residential/P/Pool","PRIVATE POOL REMODEL","40 HONEY HILL RD, ORINDA CA","Finaled",
"10/15/1992","BIP0000181657","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","4282 NOTTINGHAM DR, DANVILLE CA","Finaled",
"10/15/1992","BIP0000181656","Building/Residential/P/Pool","SWAN POOLS PRIVATE POOL","1920 MEADOW LN, WALNUT CREEK CA","Finaled",
"10/14/1992","BIP0000181630","Building/Residential/P/Pool","PRIVATE POOL","247 SUNDOWN TERR, ORINDA CA","Finaled",
"10/13/1992","BIP0000181602","Building/Residential/P/Pool","PRIVATE POOL","1270 PANORAMA DR, LAFAYETTE CA","Finaled",
"10/13/1992","BIP0000181600","Building/Residential/P/Pool","PRIVATE POOL","1389 VIRGINIA ST, DANVILLE CA","Finaled",
"10/13/1992","BIP0000181590","Building/Residential/P/Pool","PRIVATE POOL","4200 ARBOLADO DR, WALNUT CREEK CA","Finaled",
"10/12/1992","BIP0000181578","Building/Residential/P/Pool","PRIVATE POOL","2339 SADDLEBACK DR, DANVILLE CA","Finaled",
"10/12/1992","BIP0000181577","Building/Residential/P/Pool","PRIVATE POOL","53 WINDING GLEN, DANVILLE CA","Finaled",
"10/08/1992","BIP0000181537","Building/Residential/P/Pool","PRIVATE POOL","5174 CLAREMONT LN, OAKLEY CA","Finaled",
"10/08/1992","BIP0000181532","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","147 ERSILIA TRAIL, ALAMO CA","Finaled",
"10/02/1992","BIP0000181448","Building/Residential/P/Pool","RESID POOL","2368 WAYFARER DR, BYRON CA","Finaled",
"10/02/1992","BIP0000181445","Building/Residential/P/Pool","PRIVATE POOL","5485 EDGEVIEW DR, BYRON CA","Finaled",
"09/29/1992","BIP0000181355","Building/Residential/P/Pool","PRIVATE POOL","13 CASCADE LN, ORINDA CA","Expired",
"09/29/1992","BIP0000181339","Building/Residential/P/Pool","PRIVATE POOL","992 ALMADEN CIR, OAKLEY CA","Finaled",
"09/24/1992","BIP0000181268","Building/Residential/P/Pool","POOL REMODEL","27 BOBOLINK RD, ORINDA CA","Expired",
"09/21/1992","BIP0000181146","Building/Residential/P/Pool","PRIVATE POOL-POLLY POOLS","4569 EL LAGO CT, OAKLEY CA","Finaled",
"09/21/1992","BIP0000181140","Building/Residential/P/Pool","PACIFIC POOLS - PRIVATE POOL","249 LAS QUEBRADAS, ALAMO CA","Finaled",
"09/21/1992","BIP0000181125","Building/Residential/P/Pool","PRIVATE POOL","3089 SANDSTONE RD, ALAMO CA","Cancelled",
"09/17/1992","BIP0000181050","Building/Residential/P/Pool","PRIVATE POOLS","3250 GLORIA TERR, LAFAYETTE CA","Finaled",
"09/16/1992","BIP0000181041","Building/Residential/P/Pool","SPA","840 HIDDEN POND CT, MARTINEZ CA","Finaled",
"09/16/1992","BIP0000181024","Building/Residential/P/Pool","PRIVATE POOL","410 VALLEY HILL DR, MORAGA CA","Finaled",
"09/15/1992","BIP0000180967","Building/Residential/P/Pool","POOL REPAIR","3490 SILVER SPRINGS S RD, LAFAYETTE CA","Finaled",
"09/11/1992","BIP0000180920","Building/Residential/P/Pool","PRIVATE POOL","142 SILVER OAK TERR, ORINDA CA","Expired",
"09/11/1992","BIP0000180904","Building/Residential/P/Pool","PRIVATE POOL","2080 HERRON AVE, WALNUT CREEK CA","Finaled",
