"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"08/22/2019","BB-201906571","Residential Pool","500 ARGONNE DR NW, ATLANTA GA 30305","IN GROUND POOL","SFR: CROFT POOL","Issued",,
"08/20/2019","BB-201906498","Residential Pool","968 WILDWOOD RD NE, ATLANTA GA 30306","RESIDENTIAL SWIMMING POOLBB-201800781","SFR: POOL (RE-ACTIVATE BB#201800781)","Issued",,
"08/20/2019","BB-201906490","Residential Pool","960 CARTER DR NE, ATLANTA GA 30319","INSTALL NEW CONCRETE SHELL POOL, SPA, AND TRAVERTINE DECK, & FENCE.","SFR - POOL","Issued",,
"08/15/2019","BB-201906430","Residential Pool","4308 CLUB DR NE, ATLANTA GA 30319","NEW POOL AND POOL WALL","SFR: POOL","Issued",,
"08/12/2019","BB-201906285","Residential Pool","599 LINWOOD AVE NE, ATLANTA GA 30306","BUILD SHOTCRETE SWIMMING POOL AND SPA.","SFR - POOL","Issued",,
"08/09/2019","BB-201906268","Residential Pool","960 LOS ANGELES AVE NE, ATLANTA GA 30306","MISC SITE WORK  INCLUDING DEMOLITION OF EXISTING DRIVEWAY,WALKS AN REAR DECK STEPS,INSTALL SWIMMING POOL,SPA AND ASSOCIATED DECKING AND HARD SCAPE,FENCE","BLOCK POOL AND SPA","Issued",,
"08/08/2019","BB-201906195","Residential Pool","4040 NORTH IVY RD NE, ATLANTA GA 30342","ERECT SWIMMING POOL","POOL","Issued",,
"08/06/2019","BB-201906123","Residential Pool","1875 MOORES MILL RD NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW POOL (621 SQ FT) AND SPA (7). DEMO EXISTING PATIO AND WALLS.","SFR - POOL","Issued",,
"08/05/2019","BB-201906104","Residential Pool","3995 RANDALL MILL RD NW, ATLANTA GA 30327","ERECT CONCRETE SWIMMING POOL","POOL","Issued",,
"07/30/2019","BB-201905938","Residential Pool","1331 WESTMINSTER WALK NW, ATLANTA GA 30327","NEW POOL AND SPA","PITT POOL","Complete",,
"07/25/2019","BB-201905780","Residential Pool","4357 JETT RD NW, ATLANTA GA 30327","DEMO EXISTING HARDSCAPE IN REAR AND ERECT INGROUND SWIMMING POOL,SPA,AND POOL PATIO","ELSTER POOL","Complete",,
"07/23/2019","BB-201905719","Residential Pool","4434 HARRIS VALLEY RD NW, ATLANTA GA 30327","IN GROUND SWIMMING POOL","SFR - JOHNSON POOL","Complete",,
"07/23/2019","BB-201905718","Residential Pool","361 HASCALL RD NW, ATLANTA GA 30309","REBUILD POOL","SFR - LOWRY POOL","Complete",,
"07/22/2019","BB-201905706","Residential Pool","4725 REGENCY TRCE SW, ATLANTA GA 30331","ERECT SWIMMING POOL WITH SPA,STONE DECK AND PATIO","PEGUES POOL","Issued",,
"07/19/2019","BB-201905650","Residential Pool","2855 FAIRBURN PL SW, ATLANTA GA 30331","ERECT IN GROUND SWIMMING POOL","POOL","Issued",,
"07/19/2019","BB-201905645","Residential Pool","4220 HARROGATE DR NW, ATLANTA GA 30327","POOL; POOL PATIO - INKIND","SFR - BUISSON POOL IN-KIND REPLACEMENT","Complete",,
"07/16/2019","BB-201905575","Residential Pool","1731 RANDALL MILL WAY NW, ATLANTA GA 30327","CONSTRUCT NEW SWIMMING POOL","POOL","Issued",,
"07/11/2019","BB-201905382","Residential Pool","681 TIMM VALLEY RD NE, ATLANTA GA 30305","ERECT NEW POOL AND FENCE","PICARD POOL","Issued",,
"07/11/2019","BB-201905380","Residential Pool","230 PEACHTREE CIR NE, ATLANTA GA 30309","ERECT NEW POOL AND FENCE","POOL AND FENCE","Issued",,
"07/11/2019","BB-201905379","Residential Pool","4285 HARRIS TRL NW, ATLANTA GA 30327","ERECT POOL,STONE POOL PATIO,FENCE","ROLLINS POOL","Issued",,
"07/10/2019","BB-201905352","Residential Pool","300 BLACKLAND RD NW, ATLANTA GA 30342","CONSTRUCT POOL,POOL DECK,FENCE ON EXISTING RETAINING WALL,STEPS AND RAIL","POOL","Issued",,
"07/09/2019","BB-201905289","Residential Pool","2774 ATWOOD RD NE, ATLANTA GA 30305","REMOVE A SECTION OF THE CONCRETE DRIVEWAY. INSTALL POOL AND POOL DECK IN BACK YARD. EXTEND EX BLUESTONE PATIO. REMOVE ABANDONED CHAIN-LINK FENCE AND FENCE POST. REPLACE WITH CODE-COMPLIANT FENCE AND GATE.","SFR - SIMONETTO POOL & POOL DECK","Issued",,
"07/01/2019","BB-201906795","Residential Pool","177 RUMSON RD NE, ATLANTA GA 30305","ERECT NEW SWIMMING POOL","HATCHER POOL","Complete",,
"07/01/2019","BB-201905078","Residential Pool","3456 OLD PLANTATION RD NW, ATLANTA GA 30327","ERECT NEW SWIMMING POOL","POOL","Issued",,
"06/25/2019","BB-201904965","Residential Pool","126 MONTGOMERY FERRY RD NE, ATLANTA GA 30309","NEW POOL AND FENCE,WALL,GATE, PATIO, AND STEPS,DEMO PARTIAL DRIVEWAY,STEPS, AND PATIO.LANDSCAPING,MISC SITE WORK","VANERI POOL FENCE MISC SITE WORK","Complete",,
"06/24/2019","BB-201904908","Residential Pool","488 TWIN SPRINGS RD NW, ATLANTA GA 30327","In ground swimming pool installation, pool patio, fence and steps","Pool","Issued",,
"06/19/2019","BB-201904771","Residential Pool","4 PARK CIR NE, ATLANTA GA 00000","INSTALLATION OF A NEW SWIMMING POOL AND FENCE","POOL AND FENCE","Completed",,
"06/17/2019","BB-201904648","Residential Pool","1744 RANDALL MILL WAY NW, ATLANTA GA 30327","Install pool / spa","Pool/Spa","Issued",,
"06/13/2019","BB-201904589","Residential Pool","3059 CLARENDALE DR NW, ATLANTA GA 30327","ERECT SWIMMING POOL","POOL","Approved Pending Arborist",,
"06/12/2019","BB-201904537","Residential Pool","726 HILLPINE DR NE, ATLANTA GA 30306","ERECT A NEW INGROUND CONCRETE SWIMMING POOL","POOL","Issued",,
"06/05/2019","BB-201904284","Residential Pool","1727 BARNESDALE WAY NE, ATLANTA GA 30309","POOL, FENCE/PATIO","SFR - POLS POOL","Issued",,
"06/04/2019","BB-201904153","Residential Pool","3270 IVANHOE DR NW, ATLANTA GA 30327","NEW POOL/ SPA, TERRACE, SEAT WALLS","SFR - WEIZEHECKER POOL","Issued",,
"06/03/2019","BB-201904721","Residential Pool","2716 RIDGEWOOD RD NW, ATLANTA GA 30327","INSTALLATION OF NEW SWIMMING POOL & FENCE","SFR - POOL & FENCE","Issued",,
"05/29/2019","BB-201904023","Residential Pool","983 CARTER DR NE, ATLANTA GA 30319","Swimming pool, retaining walls, steps, fence and misc site work.","RIZK'S SINGLE FAMILY RESIDENCE POOL","Issued",,
"05/29/2019","BB-201904022","Residential Pool","4185 WEST OAKS CT NE, ATLANTA GA 30342","INSTALL GUNITE POOL  ( INSIDE POOL ) AND SPA (HOT TUB)FEES BLDG PLAN REVIEW FEE $400 (INITIAL DEPOSIT) , TECH FEE $25, SITE DEVELOPMENT PLAN REVIEW FEE $100 WILL BE TRANSFERRED TO BB-201900174 - NADIA CFEES ORIGINALLY PAID UNDER BB-201900174 & BB-201808810. NEW PERMIT CREATED.","PATEL / NEW SWIMMING POOL","Issued",,
"05/24/2019","BB-201903951","Residential Pool","710 WEST CONWAY DR NW, ATLANTA GA 30327","NEW POOL,SPA,AND FENCE","MATTIE POOL","Issued",,
"05/22/2019","BB-201903863","Residential Pool","2438 BRANTLEY ST NW, ATLANTA GA 30318","CONSTRUCT POOL,ADD LANDSCAPE DRAINS,ADD PAVERS,GRASS ,AND MULCH; FENCE 6'","HILLIS POOL (V-19-67)","Complete",,
"05/16/2019","BB-201903718","Residential Pool","4064 NORTHSIDE DR NW, ATLANTA GA 30342","POOL PAVILION AND POOL IN THE REAR OF THE PROPERTY INCLUDING POOL FENCE AND RETAINING WALLS. OUTSIDE FIREPLACE","NORTHSIDE PROJECT  -","Issued",,
"05/13/2019","BB-201903558","Residential Pool","832 SPRINGDALE RD NE, ATLANTA GA 30306","ERECT NEW SWIMMING POOL","HUDSON POOL","Issued",,
"05/02/2019","BB-201903272","Residential Pool","171 BEVERLY RD NE, ATLANTA GA 30309","NEW POOL, POOL HOUSE, AND EQUIPMENT AREA, NEW 6FT HIGH PRIVACY FENCE","SFR - POOL","Issued",,
"04/22/2019","BB-201902899","Residential Pool","4271 EAST BROOKHAVEN DR NE, ATLANTA GA 30319","CONSTRUCT A NEW POOL/SPA, POOL DECKING, STAIRS, RETAINING WALL, FENCES AND SITEWORK TO INCLUDE PARTIAL DEMOLITION OF EXISTING DRIVEWAY AND INSTALLATION OF NEW RECONFIGURED DRIVEWAY. POOL EQUIPMENT HOUSED IN EXISTING ADJACENT MECHANICAL ROOM.","STEVENS POOL","Issued",,
"04/18/2019","BB-201902830","Residential Pool","2406 GLENWOOD DR NE, ATLANTA GA 30305","ERECT RESIDENTIAL SWIMMING POOL,PAVERS. AND ALAN BLOCK RETAINING WALL","LEE POOL","Issued",,
"04/18/2019","BB-201902817","Residential Pool","725 PENN AVE NE, ATLANTA GA 30308","ERECT SWIMMING POOL IN ACCORDANCE WITH V-19-043 Install a new in-ground swimming pool to include a double access gate to existing fence and an equipment pad.","GISSY POOL","Complete",,
"04/17/2019","BB-201903686","Residential Pool","1170 AMSTERDAM AVE NE, ATLANTA GA 30306","INSTALL IN GROUND POOL","1170 AMSTERDAM AVENUE / AKA 1168 AMSTERDAM","Issued",,
"04/15/2019","BB-201902714","Residential Pool","178 15TH ST NE, ATLANTA GA 30309","POOL, SPA, FENCE, STONE POOL PATIO","SFR - LAVELLE POOL","Issued",,
"04/11/2019","BB-201902600","Residential Pool","185 LITTLE JOHN TRL NE, ATLANTA GA 30309","CONCRETE SWIMMING POOL, RETAINING WALL, FENCE","SFR - SWIMMING POOL & RETAINING WALL (V-19-21)","Issued",,
"04/09/2019","BB-201902528","Residential Pool","1057 PEACHTREE BATTLE AVE NW, ATLANTA GA 30327","INGROUND POOL","BROGAN POOL","Complete",,
"04/09/2019","BB-201902526","Residential Pool","1162 ST AUGUSTINE PL NE, ATLANTA GA 30306","OUTSIDE POOL","POOL","Issued",,
"04/03/2019","BB-201902390","Residential Pool","1836 LENOX RD NE, ATLANTA GA 30306","Installation of inground pool and decking","Pool / Deck","Complete",,
"03/29/2019","BB-201902299","Residential Pool","3980 RANDALL MILL RD NW, ATLANTA GA 30327","INSTALL NEW SWIMMING POOL ONLY","SFR - SWIMMING POOL","Issued",,
"03/27/2019","BB-201902207","Residential Pool","287 THE PRADO NE, ATLANTA GA 30309","New pool, install 5' fencing to secure the pool access","Gryboski Pool","Complete",,
"03/25/2019","BB-201902126","Residential Pool","2896 GRANDVIEW AVE NE, ATLANTA GA 30305","Installation of pool and spa only","Pool","Issued",,
"03/25/2019","BB-201902125","Residential Pool","2442 HYDE MANOR DR NW, ATLANTA GA 30327","POOL,SPA.POOL PATIO,AND FENCE","LEISERSON POOL","Complete",,
"03/22/2019","BB-201902091","Residential Pool","1338 HARDEE ST NE, ATLANTA GA 30307","INGROUND POOL","JOHNSON POOL","Issued",,
"03/21/2019","BB-201902040","Residential Pool","3093 WEST PINE VALLEY RD NW, ATLANTA GA 30305","SWIMMING POOL ONLYWALL AND SAFETY FENCE W/ SELF LOCKING GATE PERMITTED #BB201801400","SFR - POOL","Complete",,
"03/19/2019","BB-201901965","Residential Pool","2987 MARGARET MITCHELL DR NW, ATLANTA GA 30327","NEW POOL,SPA,WALL","ANTAR NEW INGROUND POOL","Issued",,
"03/13/2019","BB-201901827","Residential Pool","51 BLACKLAND RD NW, ATLANTA GA 30342","ERECT NEW SWIMMING POOL WITH POOL DECKING","POOL","Routed for Review",,
"03/13/2019","BB-201901810","Residential Pool","4315 GARMON RD NW, ATLANTA GA 30327","CABANA - POOL HOUSE,ERECT SWIMMING POOL","SFR - GARMON SHOW HOUSE WITH SWIMMING POOL","Issued",,
"03/11/2019","BB-201901768","Residential Pool","877 HIGHLAND TER NE, ATLANTA GA 30306","CONSTRUCTION OF 27 X 19, 553 SQ FT SWIMMING POOL & 7 ' SPA SHOTCRETE","SFR - POOL","Complete",,
"03/08/2019","BB-201901685","Residential Pool","624 PARK DR NE, ATLANTA GA 30306","CONSTRUCT A POOL IN THE PROPERTY'S BACKYARD","SFR - POOL","Complete",,
"03/05/2019","BB-201901579","Residential Pool","220 LAKE FORREST LN NE, ATLANTA GA 30342","INGROUND POOL, SPA, AND FENCE","SFR - POOL","Issued",,
"03/01/2019","BB-201901479","Residential Pool","1000 EDISON GARDEN NE, ATLANTA GA 30324","Remove existing concrete patio; install 16x38 in-ground pool with a 50 foot spa; Install 10x19 pergola with metal roof; Install 1458 square feet of pavers.","New Swimming Pool, Spa & Pergola","Complete",,
"02/27/2019","BB-201901438","Residential Pool","3860 STRATFORD PARK DR NE, ATLANTA GA 30342","ERECT INGROUND POOL AND SPA","MEKELBURG POOL","Issued",,
"02/27/2019","BB-201901419","Residential Pool","1303 HOSEA L WILLIAMS DR SE, ATLANTA GA 30317","ERECT INGROUND SWIMMING POOL AND CONCRETE POOL DECK.ERECT 6FT WOOD PRIVACY FENCE AND MISC SITE WORK,LAYING SOD","HOSEA L WILLIAMS PROJECT","Complete",,
"02/27/2019","BB-201901418","Residential Pool","900 BERKSHIRE RD NE, ATLANTA GA 30324","ERECT SWIMMING POOL ONLY","BERKSHIRE PROJECT","Issued",,
"02/27/2019","BB-201901412","Residential Pool","4440 SKYLAND DR NE, ATLANTA GA 30342","INSTALLATION OF 16 X 40 GUNITE SWIMMING POOL, WITH 9 X 6.6 FT HEATED SPA. BUILD AND INSTALL 9 X 18 PERGOLA WITH BACK THREE SIDES SOLID WALLS TO BLOCK POOL FROM ROAD. CONCRETE SLAB. NO ELECTIC OR GAS INSTALLED.","Singl family residence - RIDDLE POOL & PERGOLA","Complete",,
"02/20/2019","BB-201901250","Residential Pool","2475 RIVERS RD NW, ATLANTA GA 30305","POOL","Single Family  - SWANN POOL Residence","Complete",,
"02/19/2019","BB-201901201","Residential Pool","743 ARGONNE AVE NE, ATLANTA GA 30308","INSTALL 15X28 INGROUND SWIMMING POOL","SHAW SINGLE FAMILY RESIDENCE -POOL","Complete",,
"02/18/2019","BB-201901578","Residential Pool","17 ROSE CT NE, ATLANTA GA 30342","ERECT NEW POOL AND SPA","MICHAEL POOL","Issued",,
"02/18/2019","BB-201901175","Residential Pool","2630 OLD WESLEY PL NW, ATLANTA GA 30327","CUSTOM 15 X 30 POOL & SPA. W/ BLUE STONE DECK","SHATUL RESIDENCE- POOL & SPA","Complete",,
"02/14/2019","BB-201901091","Residential Pool","2 ANSLEY DR NE, ATLANTA GA 30309","CONSTRUCTION OF A POOL FOR A SINGLE FAMILY RESIDENCE","MEDENDORP SINGLE FAMILY RESIDENCE-NEW POOL","Complete",,
"02/13/2019","BB-201901059","Residential Pool","55 LAKE FORREST LN NE, ATLANTA GA 30342","NEW SWIMMING POOL ,POOL DECK, AND FENCE","CURRAN POOL","Complete",,
"02/11/2019","BB-201901020","Residential Pool","662 BONAVENTURE AVE NE, ATLANTA GA 30306","NEW SWIMMING POOL & DECK","Single Family  Residence  - SELLERS POOL & POOL DECK","Issued",,
"02/08/2019","BB-201901373","Residential Pool","1084 ROXBORO DR NE, ATLANTA GA 30324","Installation of new inground swimming pool; creating ""ribbon"" driveway in existing driveway","Pool","Complete",,
"02/05/2019","BB-201900848","Residential Pool","654 PARK DR NE, ATLANTA GA 30306","IN GROUND SWIMMING POOL","SFR - POOL","Complete",,
"02/04/2019","BB-201900827","Residential Pool","930 BUCKINGHAM CIR NW, ATLANTA GA 30327","ERECT NEW IN GROUND SWIMMING POOLBB-201808652-PREVIOUS WORK","KRAVET POOL, PAD DECKING/ STAIRS","Issued",,
"01/30/2019","BB-201900701","Residential Pool","969 CARDOVA DR NE, ATLANTA GA 30324","INGROUND SWIMMING POOL W/ PAVER POOL PATIO, 30"" BLOCK WALL","CORDOVA DRIVE PROJECT","Complete",,
"01/28/2019","BB-201900685","Residential Pool","3802 WIEUCA TER NE, ATLANTA GA 30342","DEMO WALL,NEW POOL AND POOL DECKING,RETAINING WALLS,TERRACES,STEPS AND WALKS","KARATASSOS-POOL AND MISC SITE WORK","Issued",,
"01/28/2019","BB-201900677","Residential Pool","1431 FAIRVIEW RD NE, ATLANTA GA 30306","ERECT NEW POOL IN REAR WITH COPING AND LAWN SURROUND","GLEEN- NEW POOL","Issued",,
"01/28/2019","BB-201900666","Residential Pool","1343 LANIER PL NE, ATLANTA GA 30306","ERECT SWIMMING POOL AND POOL DECKING FOR RESIDENCE.","JACKBUILT POOL","Complete",,
"01/25/2019","BB-201900637","Residential Pool","415 PINE CREST RD NE, ATLANTA GA 30342","ERECT NEW SWIMMING POOL & RET WALL.","Single Family Residence - SWIMMING POOL","Issued",,
"01/24/2019","BB-201900722","Residential Pool","42 28TH ST NW, ATLANTA GA 30309","INSTALL IN GROUND SPA AND EQUIPMENT","SFR - SPA","Complete",,
"01/24/2019","BB-201900633","Residential Pool","3541 DUMBARTON RD NW, ATLANTA GA 30327","Install new pool, hot tub, and fencing. Resurface driveway. Replace stepping stones. Install gates. New retaining walls. Add gravel walkway & garden area. Existing rear patio to be resurfaced and adjoined new hardscape around pool. Install new a/c and generator pad. REVISION: Move generator, add trees, remove 2nd curb cut and portion of driveway. Decreased by $25,000.","MCINTYRE POOL","Complete",,
"01/24/2019","BB-201900585","Residential Pool","2944 WEST ROXBORO RD NE, ATLANTA GA 30324","CONSTRUCT IN-GROUND CONCRETE SWIMMING POOL AND SPA,PAVER DECK,EQUIPMENT AND PERIMETER FENCE,AND FIRE PIT","OLIVES- POOL","Complete",,
"01/22/2019","BB-201900501","Residential Pool","4049 LAND O LAKES DR NE, ATLANTA GA 30342","POOL, SPA, 32' BLOCK WALL, FENCE","SFR - HUDSON POOL","Complete",,
"01/14/2019","BB-201900327","Residential Pool","865 ADAIR AVE NE, ATLANTA GA 30306","INSTALL SWIMMING POOL AND ROOF STRUCTURE OVER EXISTING DECK.","SFR - PAPROKI POOL","Complete",,
"01/08/2019","BB-201900150","Residential Pool","1750 FRIAR TUCK RD NE, ATLANTA GA 30309","NEW SWIMMING POOL IN REAR YARD","LADISIC FINE HOMES- NEW POOL","Complete",,
"01/08/2019","BB-201900140","Residential Pool","55 AVERY DR NE, ATLANTA GA 30309","POOL, STEPS, RECONFIGURE WOOD STEPS, AND STONE TERRACE.","SFR - POOL","Issued",,
"01/07/2019","BB-201900092","Residential Pool","1710 DONCASTER DR NE, ATLANTA GA 30309","CONSTRUCT POOL AND ASSOCIATED SITE WORK, RECONSTRUCTION OF DRIVEWAY","MURNANE POOL/ DRIVEWAY REPLACEMENT","Issued",,
"01/07/2019","BB-201900085","Residential Pool","111 TUXEDO TER NW, ATLANTA GA 00000","NEW POOL AND FENCEMISSING CODE ON COVER PAGE","LOFTUS POOL","Issued",,
"01/04/2019","BB-201900056","Residential Pool","130 INTERLOCHEN DR NE, ATLANTA GA 30342","SWIMMING POOL INSTALLED","SFR - HAUSMANN POOL","Issued",,
"12/20/2018","BB-201810012","Residential Pool","1117 AMSTERDAM AVE NE, ATLANTA GA 30306","Mapen - Pool/Deck/Site Work - Installation of in-ground swimming pool; removal of existing rock wall, steps and portion of concrete driveway.","Mapen - Pool/Site Work","Complete",,
"12/20/2018","BB-201810009","Residential Pool","85 EAST LAKE DR NE, ATLANTA GA 30317","Etling Res - Pool/Spa/Wall Installation of pool, spa, grill counter, fireplace counter, 18inc  modular block wall.","Etling Res - Pool/Spa/Wall","Complete",,
"12/14/2018","BB-201810053","Residential Pool","825 MERCER ST SE, ATLANTA GA 30312","Installation of pool, spa and deck/slab, fence","Pool / Spa / Deck","Complete",,
"12/14/2018","BB-201810048","Residential Pool","878 BEAVERBROOK DR NW, ATLANTA GA 30318","Installation of spa, pool and deck/slab","Pool / Spa / Deck","Issued",,
"12/12/2018","BB-201809705","Residential Pool","3570 KNOLLWOOD DR NW, ATLANTA GA 30305","CONSTRUCT NEW INDOOR POOL.","TATE INDOOR POOL","Issued",,
"12/07/2018","BB-201809627","Residential Pool","787 CRESTRIDGE DR NE, ATLANTA GA 30306","ERECT NEW IN-GROUND SWIMMING POOL","KLEMAN- NEW POOL","Issued",,
"12/07/2018","BB-201809597","Residential Pool","1015 NAWENCH DR NW, ATLANTA GA 30327","ERECT POOL,SPA,AND FENCE","SCEUSI -POOL,SPA,AND FENCE","Complete",,
"12/07/2018","BB-201809593","Residential Pool","703 COURTENAY DR NE, ATLANTA GA 30306","Installation of Pool/Fence/Stone Steps/Columns/Firepit","STRAUSS -Pool/Fence/Stone Steps/Columns/Firepit","Complete",,
"12/06/2018","BB-201809543","Residential Pool","628 HAROLD AVE NE, ATLANTA GA 30307","INSTALL INGROUND SWIMMING POOL","ABBOUSHI-NEW POOL","Complete",,
"11/29/2018","BB-201809394","Residential Pool","597 PELHAM RD NE, ATLANTA GA 30324","Installation of Pool and Spa","Pool/Spa","Complete",,
"11/28/2018","BB-201809360","Residential Pool","179 HOWARD ST SE, ATLANTA GA 30317","INGROUND SWIMMING POOL INSTALLATION GUNITE","REEVES RESIDENCE-NEW IN-GROUND POOL","Complete",,
"11/28/2018","BB-201809359","Residential Pool","2851 MEMORIAL DR SE, ATLANTA GA 30317","POOL CONSTRUCTION INCLUDING WOODEN DECK, FIRE PIT ON THE POOL DECK AND REMOVAL OF ONE (1) OAK TREE.V-18-272","GRIESSLAND RES. POOL,WOODEN DECK REPAIR/ TREE REMOVAL","Issued",,
"11/28/2018","BB-201809346","Residential Pool","733 SHERWOOD RD NE, ATLANTA GA 30324","ERECT INGROUND SWIMMING","PRICE POOL","Issued",,
"11/26/2018","BB-201809290","Residential Pool","4036 STATEWOOD RD NE, ATLANTA GA 30342","SWIMMING POOL, SPA, AND CONCRETE DECK, GAS FIREPIT(PREVIOUS BB#201800638/ QCR#201800234 -  Need To be Terminated)","Single Family residence  - SWIMMING POOL","Complete",,
"11/21/2018","BB-201809351","Residential Pool","4490 POWERS FERRY RD NW, ATLANTA GA 30327","BUILD POOL,REATINAING WALL AND PATIO PER THE PLAN,BUILD STEPS TO POOL PATIO FROM EXISTING COVERED PATIO,INSTALL 6FT PRIVACY FENCE,INSTALL OUTDOOR KITCHEN GRIL AREA ON EXISTNG PATIO","TETRICK POOL","Issued",,
"11/20/2018","BB-201809216","Residential Pool","210 POWELL ST SE, ATLANTA GA 30316","IN GROUND POOL 10' X 24'","MARGARET CAIN RESIDENCE-NEW POOL (1-TPS)","Issued",,
"11/14/2018","BB-201809055","Residential Pool","456 WEST PACES FERRY RD NW, ATLANTA GA 30305","CONSTRUCT NEW SWIMMING POOL","JOLLY- POOL","Complete",,
"11/08/2018","BB-201808919","Residential Pool","4245 EAST CONWAY DR NW, ATLANTA GA 30327","CONSTRUCT NEW CONCRETE SHELL SWIMMING POOL","JACOBS- NEW SWIMMING POOL","Issued",,
"11/08/2018","BB-201808909","Residential Pool","3054 PEACHTREE DR NE, ATLANTA GA 30305","FIBERGLASS POOL","LONERGAN POOL","Complete",,
"11/06/2018","BB-201900174","Residential Pool","4185 WEST OAKS CT NE, ATLANTA GA 30342","INSTALL GUNITE POOL  ( INSIDE POOL ) AND SPA (HOT TUB)FEES BLDG PLAN REVIEW FEE $400 (INITIAL DEPOSIT) , TECH FEE $25, SITE DEVELOPMENT PLAN REVIEW FEE $100 WILL BE TRANSFERRED TO BB-201900174 - NADIA C","PATEL / NEW SWIMMING POOL","Issued",,
"11/06/2018","BB-201808810","Residential Pool","4185 WEST OAKS CT NE, ATLANTA GA 30342","INSTALL GUNITE POOL  ( INSIDE POOL ) AND SPA (HOT TUB)FEES BLDG PLAN REVIEW FEE $400 (INITIAL DEPOSIT) , TECH FEE $25, SITE DEVELOPMENT PLAN REVIEW FEE $100 WILL BE TRANSFERRED TO BB-201900174 - NADIA C","PATEL","Closed",,
"11/06/2018","BB-201808783","Residential Pool","818 VERNER ST NW, ATLANTA GA 00000","SWIMMING POOL W/ FENCE","RAHMAN RESIDENCE - NEW POOL","Complete",,
"10/31/2018","BB-201808647","Residential Pool","1671 FRIAR TUCK RD NE, ATLANTA GA 30309","REBUILD RETAINING WALL @ DRIVEWAY, REMOVE EXISTING CONCRETE FRONT WALK, EXTEND EXISTING WALL FOR POSITIVE DRAINAGE; INSTALL POOL, RENOVATE","SFR - POOL/ LANDSCAPE WORK (SITE)","Issued",,
"10/30/2018","BB-201808611","Residential Pool","3072 CLARENDALE DR NW, ATLANTA GA 30327","Installation of pool, spa and fence","Pool/Spa/Fence","Complete",,
"10/25/2018","BB-201808509","Residential Pool","2345 HAVEN RIDGE DR NW, ATLANTA GA 30305","INSTALL NEW SWIMMING POOL, DEMO EXISTING HARDSCAPE, NEW RETAINING WALL AND MISC SITE WORK. As per v-18-172","SCHNEIDER - NEW SWIMMING POOL/ MISC SITE WORK","Terminated",,
"10/22/2018","BB-201808314","Residential Pool","1016 WILDWOOD RD NE, ATLANTA GA 30306","NEW SWIMMING POOL AND RETAINING WALLS","JARRATT RESIDENCE-NEW SWIMMING POOL-RETAINING WALL","Complete",,
"10/19/2018","BB-201808282","Residential Pool","916 CUMBERLAND RD NE, ATLANTA GA 30306","Construction of pool, spa and fence","Pool","Complete",,
"10/19/2018","BB-201808281","Residential Pool","100 LAKE FORREST LN NE, ATLANTA GA 30342","Construction of pool, fire pit and fence","Pool","Complete",,
"10/19/2018","BB-201808280","Residential Pool","212 15TH ST NE, ATLANTA GA 30309","Installation of pool","Freeman Pool","Issued",,
"10/18/2018","BB-201808244","Residential Pool","693 PENN AVE NE, ATLANTA GA 30308","Installation of free form concrete pool with spa. Tremron pavers for patio. Removing 400sq ft of existing concrete pool. Installing 10 leyland cypress trees and other shrubs TBD with mulch beds and sod.","693 PENN Pool","Routed for Review",,
"10/16/2018","BB-201808321","Residential Pool","1441 FAIRVIEW RD NE, ATLANTA GA 30306","ERECT POOL AND FENCE","1441 FAIRVIEW POOL","Complete",,
"10/16/2018","BB-201808283","Residential Pool","1255 MT PARAN RD NW, ATLANTA GA 30327","DEMO EXISTING POOL AND BUILD BACK IN SAME LOCATION WITH SPA ADDITION V-18-244","ADAMS POOL","Issued",,
"10/10/2018","BB-201807999","Residential Pool","4335 LAKE FORREST CT NE, ATLANTA GA 30342","INSTALLATION OF NEW POOL /SPA,NEW MODULAR WALL, EXTEND EISTING RETAINING WALL, REMOVE PUTTING GREEN.","HAYDON- NEW POOL/SPA","Issued",,
"10/04/2018","BB-201807966","Residential Pool","722 MYRTLE ST NE, ATLANTA GA 30308","INSTALLATION OF A SWIMMING POOL AND FENCE .EXTENSION OF EXISTING DECK","722 MYRTLE ST NE POOL","Issued",,
"09/28/2018","BB-201807666","Residential Pool","1441 FUNSTON ST SE, ATLANTA GA 30315","POOL, SPA, WATERFALL","FUNSTON AVE PROJECT      SFR","Complete",,
"09/28/2018","BB-201807651","Residential Pool","9 WEST ANDREWS DR NW, ATLANTA GA 30305","POOL PERMIT ONLY","GILLIAN RESIDENCE - POOL","Issued",,
"09/26/2018","BB-201807577","Residential Pool","890 MERCER ST SE, ATLANTA GA 30316","SWIMMING POOL, SPA, AND PAVERS, 18""  RETAINING WALL.","ROBIN FINK-  SWIMMING POOL","Complete",,
"09/19/2018","BB-201807303","Residential Pool","740 CONFEDERATE AVE SE, ATLANTA GA 30312","Installation of pool and spa","Pool & Spa","Complete",,
"09/18/2018","BB-201807255","Residential Pool","1155 MONROE DR NE, ATLANTA GA 30306","REMOVE DECK,INSTALL SWIMMING POOL AND FENCE","POOL AND FENCE","Complete",,
"09/13/2018","BB-201807114","Residential Pool","1736 ELLEN ST NW, ATLANTA GA 30318","SWIMMING POOL 9' X 24' RECTANGULAR","POOL - LINK RESIDENCE","Issued",,
